12.6937	11.482
14.6885	11.9795
12.9195	13.0572
12.6937	11.482


8.55978	12.7213
7.91759	14.9057
6.91527	12.9217
8.55978	12.7213


3.41005	3.41005
5.21853	1.9533
5.47127	4.06895
3.41005	3.41005


16.5899	3.41005
18.0467	5.21853
15.931	5.47127
16.5899	3.41005


3.41005	16.5899
5.44412	16.0253
5.22336	18.0448
3.41005	16.5899


16.5899	16.5899
14.7815	18.0467
14.5559	16.0253
16.5899	16.5899


9.86133	4.48284
11.9758	5.2853
10.1163	6.14573
9.86133	4.48284


15.5172	9.86133
14.6885	11.9795
13.6381	10.312
15.5172	9.86133


5.85714	14.1429
6.91527	12.9217
7.91759	14.9057
5.85714	14.1429


14.3728	14.0394
12.9195	13.0572
14.6885	11.9795
14.3728	14.0394


0	12
0	10
1.6635	11.3865
0	12


12	20
10	20
11.387	18.3363
12	20


8	0
10	0
8.59842	1.66497
8	0


20	8
20	10
18.335	8.59842
20	8


4.21472	9.86334
5.03407	12.0956
3.36815	11.2175
4.21472	9.86334


9.86334	15.7853
12.099	14.9345
11.2179	16.6301
9.86334	15.7853


4	0
5.21853	1.9533
3.59797	1.59943
4	0


20	4
18.0467	5.21853
18.4006	3.59797
20	4


0	4
1.59943	3.59797
1.98781	5.19403
0	4


4	20
3.59797	18.4006
5.22336	18.0448
4	20


0	16
1.98781	14.806
1.59943	16.402
0	16


16	20
14.7815	18.0467
16.402	18.4006
16	20


16	0
16.402	1.59943
14.806	1.98781
16	0


20	16
18.4006	16.402
18.0122	14.806
20	16


16.9773	7.1858
15.931	5.47127
18.0467	5.21853
16.9773	7.1858


7.1858	3.02268
5.47127	4.06895
5.21853	1.9533
7.1858	3.02268


12.8142	16.9773
14.5559	16.0253
14.7815	18.0467
12.8142	16.9773


7.23317	16.9589
5.22336	18.0448
5.44412	16.0253
7.23317	16.9589


3.41005	3.41005
4.00767	5.25953
1.98781	5.19403
3.41005	3.41005


16.5899	3.41005
14.7405	4.00767
14.806	1.98781
16.5899	3.41005


3.41005	16.5899
1.98781	14.806
4.12598	14.4123
3.41005	16.5899


16.5899	16.5899
15.9923	14.7405
18.0122	14.806
16.5899	16.5899


2	0
4	0
3.59797	1.59943
2	0


20	2
20	4
18.4006	3.59797
20	2


0	4
0	2
1.59943	3.59797
0	4


4	20
2	20
3.59797	18.4006
4	20


0	18
0	16
1.59943	16.402
0	18


18	20
16	20
16.402	18.4006
18	20


16	0
18	0
16.402	1.59943
16	0


20	16
20	18
18.4006	16.402
20	16


2.188	9.23878
3.36815	11.2175
1.6635	11.3865
2.188	9.23878


9.2418	17.8108
11.2179	16.6301
11.387	18.3363
9.2418	17.8108


10.6708	2.19686
8.75916	3.25152
8.59842	1.66497
10.6708	2.19686


17.8031	10.6708
16.7343	8.75625
18.335	8.59842
17.8031	10.6708


2	0
3.59797	1.59943
1.99756	1.99756
2	0


20	2
18.4006	3.59797
18.0024	1.99756
20	2


0	2
1.99756	1.99756
1.59943	3.59797
0	2


2	20
1.93778	18.0622
3.59797	18.4006
2	20


0	18
1.59943	16.402
1.93778	18.0622
0	18


18	20
16.402	18.4006
18.0024	18.0024
18	20


18	0
18.0024	1.99756
16.402	1.59943
18	0


20	18
18.0024	18.0024
18.4006	16.402
20	18


3.41005	3.41005
5.47127	4.06895
4.00767	5.25953
3.41005	3.41005


3.41005	16.5899
4.12598	14.4123
5.44412	16.0253
3.41005	16.5899


16.5899	3.41005
15.931	5.47127
14.7405	4.00767
16.5899	3.41005


16.5899	16.5899
14.5559	16.0253
15.9923	14.7405
16.5899	16.5899


11.508	7.18015
11.9758	5.2853
13.052	6.85859
11.508	7.18015


7.19686	8.66028
5.09434	7.91759
7.1237	6.97726
7.19686	8.66028


7.19686	8.66028
6.02395	9.82953
5.09434	7.91759
7.19686	8.66028


8.55978	12.7213
9.85975	13.9379
7.91759	14.9057
8.55978	12.7213


9.86133	4.48284
10.6708	2.19686
11.4554	3.67643
9.86133	4.48284


12.8142	3.02268
11.4554	3.67643
10.6708	2.19686
12.8142	3.02268


3.02268	7.1858
3.65207	8.51996
2.188	9.23878
3.02268	7.1858


4.21472	9.86334
2.188	9.23878
3.65207	8.51996
4.21472	9.86334


15.5172	9.86133
17.8031	10.6708
16.3222	11.4556
15.5172	9.86133


16.9773	12.8142
16.3222	11.4556
17.8031	10.6708
16.9773	12.8142


7.23317	16.9589
8.56398	16.3652
9.2418	17.8108
7.23317	16.9589


9.86334	15.7853
9.2418	17.8108
8.56398	16.3652
9.86334	15.7853


12.8142	3.02268
12.8582	1.44147
14.806	1.98781
12.8142	3.02268


6	0
7.00055	1.32819
5.21853	1.9533
6	0


20	6
18.6718	7.00055
18.0467	5.21853
20	6


16.9773	12.8142
18.5585	12.8582
18.0122	14.806
16.9773	12.8142


14	0
14.806	1.98781
12.8582	1.44147
14	0


3.02268	7.1858
1.4397	7.12372
1.98781	5.19403
3.02268	7.1858


20	14
18.0122	14.806
18.5585	12.8582
20	14


0	6
1.98781	5.19403
1.4397	7.12372
0	6


0	14
1.3348	13.0013
1.98781	14.806
0	14


6	20
5.22336	18.0448
7.13967	18.5629
6	20


14	20
12.9965	18.6721
14.7815	18.0467
14	20


3.02268	12.8142
1.98781	14.806
1.3348	13.0013
3.02268	12.8142


7.23317	16.9589
7.13967	18.5629
5.22336	18.0448
7.23317	16.9589


7.1858	3.02268
5.21853	1.9533
7.00055	1.32819
7.1858	3.02268


12.8142	16.9773
14.7815	18.0467
12.9965	18.6721
12.8142	16.9773


16.9773	7.1858
18.0467	5.21853
18.6718	7.00055
16.9773	7.1858


5.62745	5.92672
7.47948	4.89027
7.1237	6.97726
5.62745	5.92672


8.56032	6.23932
7.1237	6.97726
7.47948	4.89027
8.56032	6.23932


14.0733	5.62745
15.0386	7.46492
13.052	6.85859
14.0733	5.62745


13.263	8.45843
13.052	6.85859
15.0386	7.46492
13.263	8.45843


16.9773	7.1858
15.0386	7.46492
15.931	5.47127
16.9773	7.1858


7.1858	3.02268
7.47948	4.89027
5.47127	4.06895
7.1858	3.02268


5.62745	5.92672
7.1237	6.97726
5.09434	7.91759
5.62745	5.92672


14.0733	5.62745
13.052	6.85859
11.9758	5.2853
14.0733	5.62745


4.21472	9.86334
5.09434	7.91759
6.02395	9.82953
4.21472	9.86334


9.86334	15.7853
7.91759	14.9057
9.85975	13.9379
9.86334	15.7853


7.19686	8.66028
8.24027	10.2249
6.02395	9.82953
7.19686	8.66028


6.80944	11.3683
6.02395	9.82953
8.24027	10.2249
6.80944	11.3683


8.55978	12.7213
10.1773	11.8065
9.85975	13.9379
8.55978	12.7213


11.3501	13.0095
9.85975	13.9379
10.1773	11.8065
11.3501	13.0095


14.0733	5.62745
15.931	5.47127
15.0386	7.46492
14.0733	5.62745


5.62745	5.92672
5.47127	4.06895
7.47948	4.89027
5.62745	5.92672


3.41005	3.41005
3.59797	1.59943
5.21853	1.9533
3.41005	3.41005


16.5899	3.41005
18.4006	3.59797
18.0467	5.21853
16.5899	3.41005


3.41005	3.41005
1.98781	5.19403
1.59943	3.59797
3.41005	3.41005


16.5899	3.41005
14.806	1.98781
16.402	1.59943
16.5899	3.41005


3.41005	16.5899
5.22336	18.0448
3.59797	18.4006
3.41005	16.5899


3.41005	16.5899
1.59943	16.402
1.98781	14.806
3.41005	16.5899


16.5899	16.5899
16.402	18.4006
14.7815	18.0467
16.5899	16.5899


16.5899	16.5899
18.0122	14.806
18.4006	16.402
16.5899	16.5899


6.80944	11.3683
6.91527	12.9217
5.03407	12.0956
6.80944	11.3683


5.85714	14.1429
5.03407	12.0956
6.91527	12.9217
5.85714	14.1429


11.3501	13.0095
12.9195	13.0572
12.099	14.9345
11.3501	13.0095


14.3728	14.0394
12.099	14.9345
12.9195	13.0572
14.3728	14.0394


5.62745	5.92672
4.00767	5.25953
5.47127	4.06895
5.62745	5.92672


14.0733	5.62745
14.7405	4.00767
15.931	5.47127
14.0733	5.62745


5.85714	14.1429
5.44412	16.0253
4.12598	14.4123
5.85714	14.1429


14.3728	14.0394
15.9923	14.7405
14.5559	16.0253
14.3728	14.0394


8.56032	6.23932
10.1163	6.14573
9.2817	8.0004
8.56032	6.23932


11.508	7.18015
9.2817	8.0004
10.1163	6.14573
11.508	7.18015


13.263	8.45843
13.6381	10.312
12.0279	9.77882
13.263	8.45843


12.6937	11.482
12.0279	9.77882
13.6381	10.312
12.6937	11.482


4.21472	9.86334
3.65207	8.51996
5.09434	7.91759
4.21472	9.86334


9.86133	4.48284
11.4554	3.67643
11.9758	5.2853
9.86133	4.48284


7.23317	16.9589
7.91759	14.9057
8.56398	16.3652
7.23317	16.9589


9.86334	15.7853
8.56398	16.3652
7.91759	14.9057
9.86334	15.7853


15.5172	9.86133
16.3222	11.4556
14.6885	11.9795
15.5172	9.86133


5.62745	5.92672
5.09434	7.91759
4.37302	6.66132
5.62745	5.92672


14.0733	5.62745
11.9758	5.2853
13.3387	4.37302
14.0733	5.62745


14.3728	14.0394
14.6885	11.9795
15.627	13.3387
14.3728	14.0394


3.02268	7.1858
4.00767	5.25953
4.37302	6.66132
3.02268	7.1858


12.8142	3.02268
14.7405	4.00767
13.3387	4.37302
12.8142	3.02268


16.9773	12.8142
15.9923	14.7405
15.627	13.3387
16.9773	12.8142


3.02268	12.8142
3.36815	11.2175
5.03407	12.0956
3.02268	12.8142


12.8142	16.9773
11.2179	16.6301
12.099	14.9345
12.8142	16.9773


5.09434	7.91759
3.65207	8.51996
4.37302	6.66132
5.09434	7.91759


11.9758	5.2853
11.4554	3.67643
13.3387	4.37302
11.9758	5.2853


14.6885	11.9795
16.3222	11.4556
15.627	13.3387
14.6885	11.9795


3.41005	3.41005
1.99756	1.99756
3.59797	1.59943
3.41005	3.41005


3.41005	3.41005
1.59943	3.59797
1.99756	1.99756
3.41005	3.41005


16.5899	3.41005
18.0024	1.99756
18.4006	3.59797
16.5899	3.41005


16.5899	3.41005
16.402	1.59943
18.0024	1.99756
16.5899	3.41005


3.41005	16.5899
1.93778	18.0622
1.59943	16.402
3.41005	16.5899


3.41005	16.5899
3.59797	18.4006
1.93778	18.0622
3.41005	16.5899


16.5899	16.5899
18.0024	18.0024
16.402	18.4006
16.5899	16.5899


16.5899	16.5899
18.4006	16.402
18.0024	18.0024
16.5899	16.5899


3.02268	7.1858
4.37302	6.66132
3.65207	8.51996
3.02268	7.1858


12.8142	3.02268
13.3387	4.37302
11.4554	3.67643
12.8142	3.02268


16.9773	12.8142
15.627	13.3387
16.3222	11.4556
16.9773	12.8142


8	0
8.59842	1.66497
7.00055	1.32819
8	0


20	8
18.335	8.59842
18.6718	7.00055
20	8


7.1858	3.02268
7.00055	1.32819
8.59842	1.66497
7.1858	3.02268


16.9773	7.1858
18.6718	7.00055
18.335	8.59842
16.9773	7.1858


0	12
1.6635	11.3865
1.3348	13.0013
0	12


3.02268	12.8142
1.3348	13.0013
1.6635	11.3865
3.02268	12.8142


12	20
11.387	18.3363
12.9965	18.6721
12	20


12.8142	16.9773
12.9965	18.6721
11.387	18.3363
12.8142	16.9773


7.1858	3.02268
8.75916	3.25152
7.47948	4.89027
7.1858	3.02268


16.9773	7.1858
16.7343	8.75625
15.0386	7.46492
16.9773	7.1858


6	0
8	0
7.00055	1.32819
6	0


20	6
20	8
18.6718	7.00055
20	6


0	8
0	6
1.4397	7.12372
0	8


8	20
6	20
7.13967	18.5629
8	20


0	14
0	12
1.3348	13.0013
0	14


14	20
12	20
12.9965	18.6721
14	20


12	0
14	0
12.8582	1.44147
12	0


20	12
20	14
18.5585	12.8582
20	12


10.2458	9.87978
12.0279	9.77882
11.319	11.1056
10.2458	9.87978


10.2458	9.87978
9.2817	8.0004
11.0077	8.59819
10.2458	9.87978


10.2458	9.87978
11.0077	8.59819
12.0279	9.77882
10.2458	9.87978


12.6937	11.482
11.319	11.1056
12.0279	9.77882
12.6937	11.482


7.1858	3.02268
8.59842	1.66497
8.75916	3.25152
7.1858	3.02268


16.9773	7.1858
18.335	8.59842
16.7343	8.75625
16.9773	7.1858


3.02268	12.8142
1.6635	11.3865
3.36815	11.2175
3.02268	12.8142


12.8142	16.9773
11.387	18.3363
11.2179	16.6301
12.8142	16.9773


11.508	7.18015
11.0077	8.59819
9.2817	8.0004
11.508	7.18015


14.0733	5.62745
13.3387	4.37302
14.7405	4.00767
14.0733	5.62745


5.62745	5.92672
4.37302	6.66132
4.00767	5.25953
5.62745	5.92672


14.3728	14.0394
15.627	13.3387
15.9923	14.7405
14.3728	14.0394


10.2458	9.87978
11.319	11.1056
10.1773	11.8065
10.2458	9.87978


