0	0	0
1	20	0
2	0	20
3	20	20
4	0.5	0
5	1	0
6	1.5	0
7	2	0
8	2.5	0
9	3	0
10	3.5	0
11	4	0
12	4.5	0
13	5	0
14	5.5	0
15	6	0
16	6.5	0
17	7	0
18	7.5	0
19	8	0
20	8.5	0
21	9	0
22	9.5	0
23	10	0
24	10.5	0
25	11	0
26	11.5	0
27	12	0
28	12.5	0
29	13	0
30	13.5	0
31	14	0
32	14.5	0
33	15	0
34	15.5	0
35	16	0
36	16.5	0
37	17	0
38	17.5	0
39	18	0
40	18.5	0
41	19	0
42	19.5	0
43	20	0.5
44	20	1
45	20	1.5
46	20	2
47	20	2.5
48	20	3
49	20	3.5
50	20	4
51	20	4.5
52	20	5
53	20	5.5
54	20	6
55	20	6.5
56	20	7
57	20	7.5
58	20	8
59	20	8.5
60	20	9
61	20	9.5
62	20	10
63	20	10.5
64	20	11
65	20	11.5
66	20	12
67	20	12.5
68	20	13
69	20	13.5
70	20	14
71	20	14.5
72	20	15
73	20	15.5
74	20	16
75	20	16.5
76	20	17
77	20	17.5
78	20	18
79	20	18.5
80	20	19
81	20	19.5
82	19.5	20
83	19	20
84	18.5	20
85	18	20
86	17.5	20
87	17	20
88	16.5	20
89	16	20
90	15.5	20
91	15	20
92	14.5	20
93	14	20
94	13.5	20
95	13	20
96	12.5	20
97	12	20
98	11.5	20
99	11	20
100	10.5	20
101	10	20
102	9.5	20
103	9	20
104	8.5	20
105	8	20
106	7.5	20
107	7	20
108	6.5	20
109	6	20
110	5.5	20
111	5	20
112	4.5	20
113	4	20
114	3.5	20
115	3	20
116	2.5	20
117	2	20
118	1.5	20
119	1	20
120	0.5	20
121	0	19.5
122	0	19
123	0	18.5
124	0	18
125	0	17.5
126	0	17
127	0	16.5
128	0	16
129	0	15.5
130	0	15
131	0	14.5
132	0	14
133	0	13.5
134	0	13
135	0	12.5
136	0	12
137	0	11.5
138	0	11
139	0	10.5
140	0	10
141	0	9.5
142	0	9
143	0	8.5
144	0	8
145	0	7.5
146	0	7
147	0	6.5
148	0	6
149	0	5.5
150	0	5
151	0	4.5
152	0	4
153	0	3.5
154	0	3
155	0	2.5
156	0	2
157	0	1.5
158	0	1
159	0	0.5
160	9.93401	9.96087
161	5.85714	5.85714
162	14.1429	5.85714
163	5.89267	14.1616
164	14.1238	14.2516
165	4.39373	10
166	9.97831	4.39051
167	9.96397	15.5934
168	15.6102	9.97831
169	3.43075	3.43075
170	16.5693	3.43075
171	3.40726	16.5678
172	16.5693	16.5693
173	7.23337	8.684
174	11.3553	7.106
175	8.59823	12.8715
176	12.8515	11.3134
177	7.23529	3.07064
178	16.9359	7.22709
179	3.06026	7.20796
180	3.10509	12.741
181	7.20615	16.9197
182	12.7865	16.9507
183	12.8487	3.16571
184	16.8691	12.8402
185	8.35072	6.39605
186	6.62911	11.1364
187	13.6049	8.34809
188	11.174	13.3235
189	2.24869	9.3097
190	9.31838	17.7284
191	9.31394	2.2839
192	17.7161	9.31394
193	5.24524	2.22058
194	17.7794	5.24524
195	2.20588	5.22906
196	2.19463	14.7411
197	5.29437	17.781
198	14.7394	17.8091
199	14.7552	2.12245
200	17.826	14.7819
201	5.09338	7.97354
202	7.93496	14.8642
203	11.9842	5.07021
204	14.8997	11.9629
205	9.50857	8.04341
206	12.0082	9.52753
207	2.1389	1.99576
208	1.99576	17.8611
209	18.0042	2.1389
210	17.8611	18.0042
211	4.8762	12.2958
212	12.2958	15.1238
213	1.93263	11.223
214	11.223	18.0674
215	11.223	1.93263
216	18.0674	11.223
217	5.14205	4.15306
218	15.8469	5.14205
219	4.21845	14.8148
220	14.8149	15.7815
221	4.00774	5.58275
222	5.64329	16.0428
223	14.4172	4.00774
224	15.9923	14.4172
225	8.18628	10.1613
226	10.181	11.7764
227	7.35691	4.73394
228	15.2661	7.35691
229	10.0721	6.06543
230	6.79471	12.8271
231	13.9092	10.0665
232	12.8481	13.0024
233	3.72083	1.66736
234	18.3326	3.72083
235	1.6943	3.54163
236	3.63607	18.3417
237	1.66758	16.2781
238	16.2781	18.3324
239	16.4584	1.6943
240	18.3057	16.4584
241	6.91563	7.00725
242	5.96748	9.71516
243	12.9927	6.91563
244	9.77343	13.9712
245	7.84135	1.52324
246	18.4768	7.84135
247	1.60906	7.81488
248	7.82234	18.3941
249	1.56142	13.3809
250	13.3094	18.4226
251	13.4302	1.4987
252	18.4093	13.2348
253	3.50545	11.2925
254	11.2925	16.4946
255	11.3306	3.4965
256	16.5037	11.3305
257	8.57714	3.87273
258	16.1273	8.57714
259	3.65588	8.65946
260	8.65635	16.3685
261	11.3609	10.8724
262	10.86	8.56302
263	6.38384	1.43982
264	18.5602	6.38384
265	1.44105	6.37804
266	6.38411	18.56
267	8.01356	11.5794
268	5.27072	10.9742
269	10.9837	14.6967
270	8.23895	7.67762
271	12.2301	8.23285
272	4.30635	13.501
273	13.498	15.6934
274	8.91248	5.08744
275	14.9126	8.91248
276	15.254	13.3444
277	4.80473	6.64434
278	6.70607	15.6131
279	13.3698	4.7847
280	11.7637	12.1469
281	8.57974	8.96229
282	9.13527	11.0679
283	1.27178	10.1288
284	10.1319	18.6951
285	10.1288	1.27178
286	18.7282	10.1288
287	6.46004	4.10368
288	15.8963	6.46004
289	3.14674	10.1145
290	10.0628	16.9191
291	10.1113	3.11144
292	16.8886	10.1113
293	3.08941	14.0314
294	14.018	16.9126
295	3.23094	4.65173
296	15.3483	3.23094
297	4.63438	16.7568
298	16.7691	15.3483
299	10.8729	5.25208
300	14.0511	12.9413
301	1.24321	12.1363
302	12.1634	18.7881
303	12.1941	1.39231
304	18.6077	12.1941
305	7.04728	14.0413
306	14.7879	10.881
307	1.20921	1.17891
308	1.24443	18.8387
309	18.8211	1.20921
310	18.7908	18.8211
311	1.15707	8.90538
312	8.88236	18.8653
313	8.87353	1.20129
314	18.7987	8.87353
315	4.64735	1.16964
316	18.7916	4.73577
317	1.21001	4.73502
318	4.64712	18.8299
319	1.15915	15.3534
320	15.1767	18.7586
321	15.2913	1.16229
322	18.8377	15.2913
323	4.57653	3.05487
324	16.9451	4.57653
325	3.12213	15.4508
326	15.4508	16.8779
327	5.99024	2.92423
328	17.0718	5.98718
329	2.95958	6.06056
330	6.06056	17.0404
331	13.9442	2.9798
332	16.9691	13.8545
333	5.04281	9.16071
334	9.09557	14.9893
335	7.15486	9.76463
336	9.79759	12.8814
337	6.91122	5.83022
338	14.1698	6.91122
339	6.27151	8.05072
340	11.975	6.28972
341	8.27691	2.75297
342	17.247	8.27691
343	8.57294	13.9319
344	2.65805	1.11632
345	18.8837	2.65805
346	1.17539	2.77275
347	2.77275	18.8246
348	1.11632	17.342
349	17.342	18.8837
350	17.2273	1.17539
351	18.8246	17.2273
352	9.4121	6.86396
353	13.0863	9.30759
354	12.2069	4.02056
355	15.8851	12.1635
356	6.20174	12.072
357	12.0596	13.8326
358	13.7747	11.8696
359	2.65849	8.16651
360	8.2465	17.3967
361	5.0169	5.15071
362	14.8493	5.0169
363	5.16347	14.9686
364	14.9991	14.8245
365	4.03635	7.66456
366	5.82556	7.00819
367	12.9918	5.82556
368	1.11957	14.1997
369	14.2487	18.9512
370	14.2458	1.06713
371	18.8606	14.2851
372	2.96207	2.47835
373	17.5216	2.96207
374	2.45875	17.1682
375	17.1682	17.5413
376	4.00692	12.0588
377	12.0588	15.9931
378	10.2994	7.35021
379	12.6825	10.2675
380	5.76168	13.0178
381	13.0181	14.2381
382	4.0565	4.12831
383	15.8717	4.0565
384	4.1481	15.9411
385	15.9435	15.8717
386	2.11666	12.2679
387	12.1938	17.7985
388	12.2652	2.23998
389	17.7014	12.2721
390	10.9952	9.98221
391	9.92162	8.98509
392	3.82582	6.54634
393	13.5361	3.94623
394	16.1856	13.4504
395	6.43608	5.01133
396	14.9887	6.43608
397	9.26803	12.0678
398	10.9922	6.26158
399	1.0014	11.2948
400	11.3197	19.0531
401	11.2948	1.0014
402	18.9986	11.2948
403	7.81959	15.8549
404	7.7416	13.2873
405	2.59027	3.9792
406	3.90428	17.4356
407	16.0208	2.59027
408	17.4097	16.0208
409	2.19729	10.3223
410	10.3223	17.8027
411	10.3223	2.19729
412	17.8027	10.3223
413	4.56162	11.4542
414	11.4542	15.4384
415	10.415	10.8892
416	8.94393	9.71045
417	7.01396	2.04779
418	17.9522	7.01396
419	2.0748	7.02474
420	7.03174	17.9276
421	5.91496	15.093
422	7.63412	3.9044
423	16.0956	7.63412
424	5.55501	0.88882
425	19.1112	5.55501
426	0.875803	5.55034
427	5.5551	19.1106
428	15.6134	11.3674
429	11.369	4.38462
430	10.9866	12.4615
431	13.62	10.8793
432	9.08665	3.1065
433	16.8935	9.08665
434	7.22488	0.925839
435	19.0742	7.22488
436	0.928375	7.22652
437	7.22652	19.0716
438	8.02536	5.52163
439	14.4784	8.02536
440	7.15173	11.8777
441	4.91867	14.0842
442	14.0848	15.0649
443	7.5057	10.7805
444	3.94343	2.5352
445	17.4648	3.94343
446	2.52939	16.2135
447	16.2135	17.4706
448	2.22939	2.81783
449	17.1822	2.22939
450	2.87105	17.8902
451	17.7706	17.1822
452	5.92412	8.8831
453	2.20955	13.9074
454	13.4579	17.5538
455	9.16103	5.97751
456	9.76421	5.27113
457	14.0543	9.1006
458	14.7314	9.7653
459	11.93	12.966
460	12.6644	12.192
461	8.20023	4.65106
462	15.3489	8.20023
463	7.83661	12.4592
464	7.75628	9.27478
465	5.24155	10.1724
466	6.0503	10.5597
467	10.1167	14.7538
468	10.5529	13.9502
469	7.79502	7.03513
470	7.31551	7.76485
471	12.1829	7.33592
472	12.9733	7.77025
473	3.75	0.814238
474	19.1895	3.81066
475	0.892519	3.86163
476	3.72204	19.1715
477	0.814238	16.25
478	16.1893	19.1895
479	16.1384	0.892519
480	19.1075	16.1384
481	4.46079	8.41548
482	3.69352	9.54186
483	9.27207	16.9199
