276	714	1989	1046	40
277	715	1990	1047	40
278	716	1991	1048	40
279	719	1993	1049	40
280	252	1156	662	40
281	336	1534	887	40
282	603	887	1534	40
283	250	1827	660	40
284	252	662	1826	40
285	742	1916	1241	40
286	743	1917	1242	40
287	795	1571	2191	40
288	333	915	841	40
289	818	1107	2069	40
290	819	1109	2070	40
291	180	1009	787	40
292	403	1136	1096	40
293	565	1096	1136	40
294	303	1239	661	40
295	304	1240	662	40
296	1557	302	1094	40
297	748	1557	1094	40
298	386	1363	659	40
299	356	1321	854	40
300	198	1564	759	40
301	438	818	1185	40
302	439	819	1186	40
303	585	799	1622	40
304	704	1463	1580	40
305	290	1315	891	40
306	541	891	1315	40
307	735	1782	1085	40
308	737	1783	1086	40
309	738	1784	1087	40
310	741	1785	1088	40
311	1080	1592	1792	40
312	474	1373	767	40
313	475	768	1374	40
314	478	1377	771	40
315	479	772	1378	40
316	480	773	1379	40
317	1782	169	1085	40
318	1783	170	1086	40
319	1784	171	1087	40
320	1785	172	1088	40
321	199	1121	673	40
322	766	1907	1372	40
323	769	1375	1904	40
324	770	1905	1376	40
325	382	728	1782	40
326	383	729	1783	40
327	384	730	1784	40
328	385	731	1785	40
329	360	676	1777	40
330	476	1904	1375	40
331	477	1376	1905	40
332	473	1372	1907	40
333	438	1107	818	40
334	439	1109	819	40
335	1846	1022	518	40
336	1847	1023	519	40
337	502	1491	911	40
338	503	1492	912	40
339	1349	1846	518	40
340	1350	1847	519	40
341	828	1823	1567	40
342	211	1620	857	40
343	212	1621	858	40
344	2062	1769	942	40
345	1770	943	2063	40
346	2065	1772	945	40
347	380	687	1464	40
348	531	917	1053	40
349	532	918	1054	40
350	313	1053	917	40
351	314	1054	918	40
352	498	704	1065	40
353	213	704	1580	40
354	215	1582	706	40
355	216	1583	707	40
356	105	106	953	40
357	144	145	952	40
358	18	19	950	40
359	57	58	951	40
360	295	668	1202	40
361	296	670	1204	40
362	298	671	1205	40
363	419	710	1180	40
364	365	805	1790	40
365	169	2062	942	40
366	943	170	2063	40
367	172	2065	945	40
368	683	278	1416	40
369	867	1487	2073	40
370	868	1488	2074	40
371	282	1148	711	40
372	235	1048	845	40
373	236	1049	846	40
374	239	1046	847	40
375	240	1047	848	40
376	379	804	1752	40
377	502	911	1512	40
378	503	912	1513	40
379	557	1487	867	40
380	558	1488	868	40
381	381	688	1440	40
382	717	900	1995	40
383	344	1995	900	40
384	720	901	1996	40
385	345	1996	901	40
386	718	902	1992	40
387	348	1992	902	40
388	721	903	1994	40
389	349	1994	903	40
390	380	810	1800	40
391	381	811	1801	40
392	431	802	1041	40
393	305	764	1876	40
394	397	957	809	40
395	799	2132	1622	40
396	299	1285	761	40
397	199	673	1219	40
398	319	672	1232	40
399	320	674	1233	40
400	513	1838	1358	40
401	514	1839	1359	40
402	778	1465	1119	40
403	420	1261	676	40
404	352	1606	924	40
405	566	711	1607	40
406	457	965	925	40
407	353	925	965	40
408	221	1797	867	40
409	223	1798	868	40
410	465	841	1844	40
411	395	963	807	40
412	396	964	808	40
413	183	726	1030	40
414	184	727	1029	40
415	224	1799	869	40
416	59	60	813	40
417	20	21	814	40
418	103	104	816	40
419	142	143	815	40
420	513	1024	1838	40
421	514	1025	1839	40
422	805	843	1790	40
423	682	2067	1493	40
424	434	783	1151	40
425	436	1153	785	40
426	435	784	1152	40
427	437	1154	786	40
428	1885	278	683	40
429	204	913	1734	40
430	259	1270	948	40
431	548	948	1270	40
432	583	797	1663	40
433	361	1663	797	40
434	362	1664	798	40
435	584	798	1664	40
436	586	800	1665	40
437	403	1518	1284	40
438	359	948	908	40
439	548	908	948	40
440	357	954	1043	40
441	459	1043	954	40
442	789	2192	1106	40
443	790	2193	1108	40
444	539	759	1564	40
445	393	699	1723	40
446	1175	1724	1708	40
447	673	1625	1456	40
448	392	1633	698	40
449	393	1634	699	40
450	764	1305	1876	40
451	399	1974	689	40
452	401	691	1976	40
453	402	692	1977	40
454	230	2104	687	40
455	913	1997	1734	40
456	392	698	1623	40
457	341	1070	1696	40
458	342	1071	1697	40
459	458	880	1128	40
460	403	1096	1518	40
461	388	995	1489	40
462	211	1427	1620	40
463	212	1428	1621	40
464	507	1155	1122	40
465	530	1028	1339	40
466	456	863	1150	40
467	867	1797	1663	40
468	868	1798	1664	40
469	403	1284	1450	40
470	1915	1157	354	40
471	869	1799	1665	40
472	483	861	1521	40
473	300	828	2082	40
474	730	946	2145	40
475	341	1805	1070	40
476	342	1806	1071	40
477	484	1252	871	40
478	251	871	1252	40
479	841	915	1844	40
480	379	1302	804	40
481	329	685	1349	40
482	330	686	1350	40
483	555	744	1787	40
484	588	759	1780	40
485	294	1780	759	40
486	213	689	1691	40
487	215	1693	691	40
488	216	1694	692	40
489	568	1412	1841	40
490	443	831	1146	40
491	225	1146	831	40
492	829	1181	1779	40
493	830	1182	1780	40
494	995	1394	1489	40
495	399	1255	694	40
496	401	696	1256	40
497	402	697	1257	40
498	227	1083	712	40
499	228	1084	713	40
500	463	1077	997	40
501	404	997	1077	40
502	467	842	989	40
503	718	1929	2077	40
504	721	1931	2078	40
505	717	1926	2079	40
506	720	1927	2080	40
507	245	917	1300	40
508	246	918	1301	40
509	531	1300	917	40
510	532	1301	918	40
511	832	1229	1624	40
512	742	1863	955	40
513	743	1864	956	40
514	380	1343	810	40
515	381	1344	811	40
516	488	1187	1210	40
517	618	1210	1187	40
518	489	1188	1211	40
519	619	1211	1188	40
520	487	1212	1190	40
521	617	1190	1212	40
522	899	1157	1915	40
523	712	1920	935	40
524	713	1921	936	40
525	213	1684	704	40
526	215	706	1686	40
527	216	707	1687	40
528	440	1095	1172	40
529	181	1261	686	40
530	213	1580	747	40
531	214	1581	748	40
532	215	749	1582	40
533	216	750	1583	40
534	181	686	1260	40
535	386	1556	747	40
536	387	1557	748	40
537	303	1558	749	40
538	304	1559	750	40
539	600	1432	1834	40
540	725	2049	1348	40
541	786	1171	1573	40
542	227	712	2124	40
543	228	713	2125	40
544	860	1832	1235	40
545	303	2052	1239	40
546	304	2053	1240	40
547	302	1238	2051	40
548	301	1237	2050	40
549	352	1385	2020	40
550	344	1266	926	40
551	521	926	1266	40
552	345	1267	927	40
553	523	927	1267	40
554	525	930	1268	40
555	348	1268	930	40
556	349	1269	931	40
557	527	931	1269	40
558	214	1685	1581	40
559	182	782	1139	40
560	307	751	1194	40
561	309	752	1196	40
562	308	753	1195	40
563	310	754	1197	40
564	560	1518	972	40
565	389	919	1263	40
566	1779	1181	587	40
567	1780	1182	588	40
568	261	1057	844	40
569	1749	186	1234	40
570	424	755	1700	40
571	425	756	1701	40
572	426	1698	757	40
573	427	1699	758	40
574	854	1321	1613	40
575	583	1159	1728	40
576	584	1158	1729	40
577	586	1160	1731	40
578	187	1781	1186	40
579	297	2145	946	40
580	807	1934	1258	40
581	808	1935	1259	40
582	800	2147	1665	40
583	163	732	1078	40
584	611	1080	1792	40
585	403	838	1136	40
586	164	733	1079	40
587	458	1128	1215	40
588	844	1057	2168	40
589	589	1768	787	40
590	180	787	1768	40
591	382	1782	2042	40
592	383	1783	2043	40
593	385	1785	2045	40
594	217	797	1436	40
595	218	798	1437	40
596	219	799	1438	40
597	220	800	1439	40
598	415	2168	1057	40
599	359	1311	1707	40
600	353	965	1752	40
601	677	1752	965	40
602	205	803	1933	40
603	1934	161	1258	40
604	1935	162	1259	40
605	642	1450	1284	40
606	360	972	861	40
607	384	1784	2044	40
608	252	1211	958	40
609	496	1036	1112	40
610	411	1112	1036	40
611	497	1039	1113	40
612	412	1113	1039	40
613	409	1037	1110	40
614	494	1110	1037	40
615	410	1038	1111	40
616	495	1111	1038	40
617	463	997	1172	40
618	268	1508	1601	40
619	461	1081	1058	40
620	462	1082	1059	40
621	391	1076	812	40
622	535	1253	958	40
623	252	958	1253	40
624	861	972	1521	40
625	416	722	2009	40
626	803	2020	1385	40
627	404	764	2210	40
628	1832	343	1235	40
629	440	1172	937	40
630	280	1050	1026	40
631	460	1026	1050	40
632	313	1409	1053	40
633	628	1053	1409	40
634	314	1410	1054	40
635	629	1054	1410	40
636	352	870	1385	40
637	183	1727	726	40
638	369	986	1786	40
639	188	1166	801	40
640	430	801	1166	40
641	227	1106	2192	40
642	228	1108	2193	40
643	184	1732	727	40
644	205	1900	803	40
645	832	1749	1234	40
646	1643	387	1139	40
647	782	1643	1139	40
648	617	986	1681	40
649	376	1968	1009	40
650	787	1009	1968	40
651	377	1969	1010	40
652	788	1010	1969	40
653	555	1678	744	40
654	366	1713	1241	40
655	367	1714	1242	40
656	450	846	1001	40
657	253	998	938	40
658	254	999	939	40
659	1045	1887	1350	40
660	232	1228	1089	40
661	573	1089	1228	40
662	363	1622	2132	40
663	2212	1167	444	40
664	2213	1168	445	40
665	690	1254	1975	40
666	165	841	1298	40
667	465	1298	841	40
668	167	842	1299	40
669	467	1299	842	40
670	323	774	1140	40
671	324	775	1141	40
672	297	2191	1571	40
673	213	747	1092	40
674	215	1091	749	40
675	216	1093	750	40
676	386	1580	1463	40
677	419	1325	710	40
678	277	1733	885	40
679	627	1724	1175	40
680	577	1807	1606	40
681	335	1446	831	40
682	568	1841	1033	40
683	567	1840	1032	40
684	569	1034	1842	40
685	570	1035	1843	40
686	686	1636	1260	40
687	411	1007	1144	40
688	409	1142	1005	40
689	410	1143	1006	40
690	412	1008	1145	40
691	330	1350	1887	40
692	289	890	1037	40
693	494	1037	890	40
694	291	1036	888	40
695	496	888	1036	40
696	290	891	1038	40
697	495	1038	891	40
698	292	1039	889	40
699	497	889	1039	40
700	567	1655	1840	40
701	569	1842	1656	40
702	570	1843	1657	40
703	269	1509	1307	40
704	387	1643	1557	40
705	620	1529	2016	40
706	276	1658	1493	40
707	680	1183	1878	40
708	413	857	2156	40
709	414	858	2157	40
710	456	1150	1214	40
711	287	712	1510	40
712	288	713	1511	40
713	400	1975	1254	40
714	453	1120	745	40
715	426	757	1198	40
716	427	758	1199	40
717	361	1501	867	40
718	557	867	1501	40
719	362	1502	868	40
720	558	868	1502	40
721	678	1631	1395	40
722	679	1632	1396	40
723	803	1381	1933	40
724	856	1236	1865	40
725	907	1405	1013	40
726	906	1404	1012	40
727	471	1282	1460	40
728	920	2088	1162	40
729	921	2091	1163	40
730	923	2093	1165	40
731	382	1159	728	40
732	383	1158	729	40
733	385	1160	731	40
734	484	871	1121	40
735	319	1897	1454	40
736	320	1898	1455	40
737	698	2073	1487	40
738	699	2074	1488	40
739	492	1335	952	40
740	493	1336	953	40
741	490	950	1337	40
742	491	951	1338	40
743	424	1206	755	40
744	425	1207	756	40
745	226	1122	1155	40
746	257	1058	1081	40
747	258	1059	1082	40
748	163	916	1406	40
749	864	1797	1757	40
750	865	1798	1759	40
751	474	767	1908	40
752	475	1903	768	40
753	319	1905	770	40
754	478	771	1906	40
755	479	1901	772	40
756	480	1902	773	40
757	866	1799	1761	40
758	307	1998	822	40
759	635	822	1998	40
760	636	2000	823	40
761	308	823	2000	40
762	637	826	1999	40
763	309	1999	826	40
764	310	2001	827	40
765	638	827	2001	40
766	1123	1530	1974	40
767	1124	1531	1975	40
768	1125	1976	1532	40
769	1126	1977	1533	40
770	176	1069	796	40
771	416	1273	722	40
772	281	1553	996	40
773	620	996	1553	40
774	203	806	2048	40
775	390	844	1031	40
776	222	1767	859	40
777	261	844	1138	40
778	249	745	1147	40
779	968	1167	2212	40
780	969	1168	2213	40
781	485	919	1156	40
782	705	1581	1685	40
783	579	864	1757	40
784	580	865	1759	40
785	838	1503	1136	40
786	582	866	1761	40
787	1865	1236	340	40
788	2088	405	1162	40
789	2091	407	1163	40
790	2093	408	1165	40
791	225	722	1273	40
792	471	1460	1090	40
793	763	1137	1669	40
794	1669	1137	173	40
795	672	1120	2034	40
796	521	751	1584	40
797	307	1584	751	40
798	523	752	1586	40
799	309	1586	752	40
800	525	753	1585	40
801	308	1585	753	40
802	527	754	1587	40
803	310	1587	754	40
804	219	1438	1955	40
805	220	1439	1956	40
806	507	1097	1155	40
807	494	1065	1684	40
808	704	1684	1065	40
809	496	1686	1067	40
810	706	1067	1686	40
811	497	1687	1068	40
812	707	1068	1687	40
813	274	1017	1063	40
814	456	1063	1017	40
815	275	1018	1064	40
816	458	1064	1018	40
817	169	942	1085	40
818	170	943	1086	40
819	171	944	1087	40
820	172	945	1088	40
821	370	2138	1456	40
822	371	2139	1457	40
823	695	1094	2051	40
824	748	1094	1254	40
825	160	812	1076	40
826	217	1436	1962	40
827	218	1437	1963	40
828	547	2027	725	40
829	295	1159	864	40
830	296	1158	865	40
831	298	1160	866	40
832	747	1255	1092	40
833	749	1091	1256	40
834	750	1093	1257	40
835	547	725	1348	40
836	229	1150	761	40
837	417	2208	783	40
838	418	2209	784	40
839	441	1176	906	40
840	419	785	2199	40
841	420	786	2200	40
842	379	1605	1678	40
843	791	1614	1194	40
844	1614	522	1194	40
845	793	1616	1196	40
846	1616	526	1196	40
847	1615	524	1195	40
848	792	1615	1195	40
849	794	1617	1197	40
850	1617	528	1197	40
851	185	1670	1185	40
852	201	2102	762	40
853	368	745	1570	40
854	785	1180	1572	40
855	327	1519	839	40
856	545	839	1519	40
857	328	1520	840	40
858	546	840	1520	40
859	766	1372	2108	40
860	767	1373	2109	40
861	768	2110	1374	40
862	769	2111	1375	40
863	770	1376	2112	40
864	771	1377	2113	40
865	772	2114	1378	40
866	773	2115	1379	40
867	521	1266	751	40
868	523	1267	752	40
869	525	1268	753	40
870	527	1269	754	40
871	436	785	1572	40
872	437	786	1573	40
873	55	56	993	40
874	16	17	992	40
875	146	147	990	40
876	107	108	991	40
877	386	747	1580	40
878	387	748	1581	40
879	533	1433	1563	40
880	398	1367	761	40
881	563	1554	1061	40
882	564	1555	1062	40
883	554	1357	1296	40
884	399	1123	1974	40
885	400	1124	1975	40
886	401	1976	1125	40
887	402	1977	1126	40
888	164	1725	733	40
889	257	1355	881	40
890	258	1356	882	40
891	1061	1554	2222	40
892	1062	1555	2223	40
893	301	747	1556	40
894	885	1733	1984	40
895	163	1406	732	40
896	358	2015	828	40
897	379	802	1605	40
898	765	2142	1155	40
899	630	885	1326	40
900	744	1678	1605	40
901	600	1875	817	40
902	214	1254	1692	40
903	681	1184	1764	40
904	241	742	1241	40
905	243	743	1242	40
906	330	1278	859	40
907	372	974	1470	40
908	373	975	1471	40
909	374	976	1472	40
910	375	977	1473	40
911	682	1493	1658	40
912	2048	429	1157	40
913	1085	2212	444	40
914	942	2212	1085	40
915	2213	445	1086	40
916	943	2213	1086	40
917	392	805	1726	40
918	404	1077	860	40
919	175	860	1077	40
920	530	1987	1028	40
921	422	2124	935	40
922	712	935	2124	40
923	423	2125	936	40
924	713	936	2125	40
925	179	1311	1325	40
926	710	1325	1311	40
927	640	1070	1805	40
928	641	1071	1806	40
929	592	1505	1013	40
930	609	1696	1070	40
931	610	1697	1071	40
932	785	1153	2199	40
933	786	1154	2200	40
934	181	1352	1261	40
935	331	834	1981	40
936	55	993	1753	40
937	16	992	1754	40
938	147	1755	990	40
939	108	1756	991	40
940	332	835	1980	40
941	332	1980	837	40
942	783	2208	1151	40
943	784	2209	1152	40
944	899	2048	1157	40
945	299	761	1574	40
946	177	1878	1183	40
947	160	2173	812	40
948	430	1155	1097	40
949	676	1261	1352	40
950	203	2048	899	40
951	2210	230	1172	40
952	997	2210	1172	40
953	548	1465	908	40
954	189	908	1465	40
955	1245	1986	1380	40
956	661	1825	1303	40
957	535	1245	1380	40
958	260	1339	1028	40
959	222	1922	1767	40
960	434	1628	783	40
961	435	1629	784	40
962	456	1214	1063	40
963	458	1215	1064	40
964	744	1314	1787	40
965	397	809	1340	40
966	690	1692	1254	40
967	273	1013	1505	40
968	508	1575	774	40
969	509	1576	775	40
970	13	1700	755	40
971	52	1701	756	40
972	150	757	1698	40
973	111	758	1699	40
974	389	1263	1490	40
975	225	831	1127	40
976	958	1211	1651	40
977	579	1758	851	40
978	329	851	1758	40
979	580	1760	852	40
980	331	852	1760	40
981	2158	1491	195	40
982	2159	1492	197	40
983	909	1575	1516	40
984	910	1576	1517	40
985	582	1762	853	40
986	272	1395	1631	40
987	273	1396	1632	40
988	260	972	1518	40
989	390	1138	844	40
990	364	1665	2147	40
991	965	1215	2172	40
992	404	2210	997	40
993	395	1014	1510	40
994	396	1015	1511	40
995	598	1186	1781	40
996	250	1309	994	40
997	539	994	1309	40
998	336	765	1534	40
999	183	836	1727	40
1000	294	759	1306	40
1001	315	1907	1888	40
1002	318	1891	1904	40
1003	13	755	1480	40
1004	52	756	1481	40
1005	150	1482	757	40
1006	111	1483	758	40
1007	201	762	1264	40
1008	184	837	1732	40
1009	430	2100	801	40
1010	380	1554	1343	40
1011	381	1555	1344	40
1012	398	761	1285	40
1013	291	1230	780	40
1014	292	1231	781	40
1015	202	1370	1283	40
1016	709	1283	1370	40
1017	813	1525	1338	40
1018	814	1524	1337	40
1019	815	1335	1522	40
1020	816	1336	1523	40
1021	549	1177	1014	40
1022	550	1178	1015	40
1023	539	1566	759	40
1024	551	941	1600	40
1025	331	1981	2054	40
1026	392	833	1633	40
1027	315	872	1907	40
1028	474	1908	873	40
1029	475	874	1903	40
1030	318	1904	875	40
1031	319	876	1905	40
1032	478	1906	877	40
1033	479	878	1901	40
1034	480	879	1902	40
1035	224	1618	835	40
1036	173	1243	941	40
1037	464	941	1243	40
1038	443	832	1234	40
1039	665	2097	1434	40
1040	440	832	1624	40
1041	417	783	1225	40
1042	418	784	1226	40
1043	392	1623	843	40
1044	880	1666	1128	40
1045	300	1792	1592	40
1046	229	761	1367	40
1047	371	1245	958	40
1048	272	1012	1448	40
1049	590	1448	1012	40
1050	191	780	1286	40
1051	192	781	1287	40
1052	250	994	1212	40
1053	230	937	1172	40
1054	59	813	1338	40
1055	20	814	1337	40
1056	143	1335	815	40
1057	104	1336	816	40
1058	203	1744	806	40
1059	457	1215	965	40
1060	404	1305	764	40
1061	434	950	1072	40
1062	435	951	1073	40
1063	490	1072	950	40
1064	491	1073	951	40
1065	436	1074	952	40
1066	492	952	1074	40
1067	437	1075	953	40
1068	493	953	1075	40
1069	545	1140	839	40
1070	546	1141	840	40
1071	911	1491	2158	40
1072	912	1492	2159	40
1073	323	1274	774	40
1074	324	1275	775	40
1075	460	1391	796	40
1076	176	796	1391	40
1077	376	2156	857	40
1078	377	2157	858	40
1079	579	851	1130	40
1080	580	852	1131	40
1081	582	853	1132	40
1082	188	801	1671	40
1083	560	972	1777	40
1084	355	905	2211	40
1085	305	1507	764	40
1086	680	1838	1183	40
1087	681	1839	1184	40
1088	683	1922	1885	40
1089	472	1251	1282	40
1090	354	904	2198	40
1091	432	881	2121	40
1092	432	2121	883	40
1093	433	882	2122	40
1094	433	2122	884	40
1095	227	1055	1106	40
1096	461	1106	1055	40
1097	228	1056	1108	40
1098	462	1108	1056	40
1099	319	770	1897	40
1100	470	1137	955	40
1101	501	1263	1029	40
1102	498	1065	1191	40
1103	499	1066	1192	40
1104	276	1849	862	40
1105	601	862	1849	40
1106	395	1510	1083	40
1107	396	1511	1084	40
1108	555	1042	1302	40
1109	206	1302	1042	40
1110	368	1960	1147	40
1111	403	1450	838	40
1112	174	1324	856	40
1113	190	1468	779	40
1114	189	1465	778	40
1115	276	862	1658	40
1116	508	774	1539	40
1117	509	775	1540	40
1118	916	1176	1406	40
1119	221	867	2073	40
1120	223	868	2074	40
1121	393	1981	1634	40
1122	710	983	1180	40
1123	587	1019	1779	40
1124	290	779	2066	40
1125	165	1312	1011	40
1126	540	1011	1312	40
1127	352	1174	870	40
1128	357	1043	1801	40
1129	688	1801	1043	40
1130	283	1142	1594	40
1131	689	1594	1142	40
1132	284	1143	1595	40
1133	690	1595	1143	40
1134	691	1144	1596	40
1135	285	1596	1144	40
1136	286	1597	1145	40
1137	692	1145	1597	40
1138	574	1442	1060	40
1139	182	1870	782	40
1140	635	1813	822	40
1141	636	823	1815	40
1142	637	1817	826	40
1143	638	1819	827	40
1144	334	2176	842	40
1145	672	1570	1120	40
1146	169	1782	1102	40
1147	728	1102	1782	40
1148	170	1783	1103	40
1149	729	1103	1783	40
1150	171	1784	1104	40
1151	730	1104	1784	40
1152	172	1785	1105	40
1153	731	1105	1785	40
1154	224	869	2067	40
1155	863	1574	1150	40
1156	491	1338	1525	40
1157	490	1337	1524	40
1158	492	1522	1335	40
1159	493	1523	1336	40
1160	312	1708	1724	40
1161	178	1764	1184	40
1162	470	1173	1137	40
1163	372	1470	1970	40
1164	373	1471	1971	40
1165	374	1472	1972	40
1166	375	1473	1973	40
1167	2150	1070	1183	40
1168	2151	1071	1184	40
1169	422	1355	1081	40
1170	423	1356	1082	40
1171	812	996	1413	40
1172	204	2189	913	40
1173	204	914	2189	40
1174	853	1762	2101	40
1175	277	885	1983	40
1176	630	1983	885	40
1177	226	1155	2142	40
1178	406	1164	922	40
1179	1007	1608	1144	40
1180	1008	1609	1145	40
1181	1005	1142	1610	40
1182	1006	1143	1611	40
1183	202	1136	1503	40
1184	346	2161	845	40
1185	347	2162	846	40
1186	350	2163	847	40
1187	351	2164	848	40
1188	609	1070	2150	40
1189	610	1071	2151	40
1190	581	795	1278	40
1191	534	995	1478	40
1192	438	1537	789	40
1193	439	1538	790	40
1194	421	855	2047	40
1195	231	2172	1215	40
1196	60	1222	813	40
1197	21	1221	814	40
1198	142	815	1223	40
1199	103	816	1224	40
1200	196	1120	1019	40
1201	453	1019	1120	40
1202	253	1191	1065	40
1203	254	1192	1066	40
1204	470	1114	1281	40
1205	472	1282	1115	40
1206	834	1634	1981	40
1207	782	1870	1116	40
1208	454	1116	1870	40
