0	0	0	0	0	99	0	99	99	0
1	0.5	0	0	0	99	0	99	99	0
2	1	0	0	0	99	0	99	99	0
3	1.5	0	0	0	99	0	99	99	0
4	2	0	0	0	99	0	99	99	0
5	2.5	0	0	0	99	0	99	99	0
6	3	0	0	0	99	0	99	99	0
7	3.5	0	0	0	99	0	99	99	0
8	4	0	0	0	99	0	99	99	0
9	4.5	0	0	0	99	0	99	99	0
10	5	0	0	0	99	0	99	99	0
11	5.5	0	0	0	99	0	99	99	0
12	6	0	0	0	99	0	99	99	0
13	6.5	0	0	0	99	0	99	99	0
14	7	0	0	0	99	0	99	99	0
15	7.5	0	0	0	99	0	99	99	0
16	8	0	0	0	99	0	99	99	0
17	8.5	0	0	0	99	0	99	99	0
18	9	0	0	0	99	0	99	99	0
19	9.5	0	0	0	99	0	99	99	0
20	10	0	0	0	99	0	99	99	0
21	10.5	0	0	0	99	0	99	99	0
22	11	0	0	0	99	0	99	99	0
23	11.5	0	0	0	99	0	99	99	0
24	12	0	0	0	99	0	99	99	0
25	12.5	0	0	0	99	0	99	99	0
26	13	0	0	0	99	0	99	99	0
27	13.5	0	0	0	99	0	99	99	0
28	14	0	0	0	99	0	99	99	0
29	14.5	0	0	0	99	0	99	99	0
30	15	0	0	0	99	0	99	99	0
31	15.5	0	0	0	99	0	99	99	0
32	16	0	0	0	99	0	99	99	0
33	16.5	0	0	0	99	0	99	99	0
34	17	0	0	0	99	0	99	99	0
35	17.5	0	0	0	99	0	99	99	0
36	18	0	0	0	99	0	99	99	0
37	18.5	0	0	0	99	0	99	99	0
38	19	0	0	0	99	0	99	99	0
39	19.5	0	0	0	99	0	99	99	0
40	20	0	0	0	99	0	99	99	0
41	20	0.5	0	99	0	99	99	0	0
42	20	1	0	99	0	99	99	0	0
43	20	1.5	0	99	0	99	99	0	0
44	20	2	0	99	0	99	99	0	0
45	20	2.5	0	99	0	99	99	0	0
46	20	3	0	99	0	99	99	0	0
47	20	3.5	0	99	0	99	99	0	0
48	20	4	0	99	0	99	99	0	0
49	20	4.5	0	99	0	99	99	0	0
50	20	5	0	99	0	99	99	0	0
51	20	5.5	0	99	0	99	99	0	0
52	20	6	0	99	0	99	99	0	0
53	20	6.5	0	99	0	99	99	0	0
54	20	7	0	99	0	99	99	0	0
55	20	7.5	0	99	0	99	99	0	0
56	20	8	0	99	0	99	99	0	0
57	20	8.5	0	99	0	99	99	0	0
58	20	9	0	99	0	99	99	0	0
59	20	9.5	0	99	0	99	99	0	0
60	20	10	0	99	0	99	99	0	0
61	20	10.5	0	99	0	99	99	0	0
62	20	11	0	99	0	99	99	0	0
63	20	11.5	0	99	0	99	99	0	0
64	20	12	0	99	0	99	99	0	0
65	20	12.5	0	99	0	99	99	0	0
66	20	13	0	99	0	99	99	0	0
67	20	13.5	0	99	0	99	99	0	0
68	20	14	0	99	0	99	99	0	0
69	20	14.5	0	99	0	99	99	0	0
70	20	15	0	99	0	99	99	0	0
71	20	15.5	0	99	0	99	99	0	0
72	20	16	0	99	0	99	99	0	0
73	20	16.5	0	99	0	99	99	0	0
74	20	17	0	99	0	99	99	0	0
75	20	17.5	0	99	0	99	99	0	0
76	20	18	0	99	0	99	99	0	0
77	20	18.5	0	99	0	99	99	0	0
78	20	19	0	99	0	99	99	0	0
79	20	19.5	0	99	0	99	99	0	0
80	20	20	0	99	0	99	99	0	0
81	19.5	20	0	0	99	0	99	99	0
82	19	20	0	0	99	0	99	99	0
83	18.5	20	0	0	99	0	99	99	0
84	18	20	0	0	99	0	99	99	0
85	17.5	20	0	0	99	0	99	99	0
86	17	20	0	0	99	0	99	99	0
87	16.5	20	0	0	99	0	99	99	0
88	16	20	0	0	99	0	99	99	0
89	15.5	20	0	0	99	0	99	99	0
90	15	20	0	0	99	0	99	99	0
91	14.5	20	0	0	99	0	99	99	0
92	14	20	0	0	99	0	99	99	0
93	13.5	20	0	0	99	0	99	99	0
94	13	20	0	0	99	0	99	99	0
95	12.5	20	0	0	99	0	99	99	0
96	12	20	0	0	99	0	99	99	0
97	11.5	20	0	0	99	0	99	99	0
98	11	20	0	0	99	0	99	99	0
99	10.5	20	0	0	99	0	99	99	0
100	10	20	0	0	99	0	99	99	0
101	9.5	20	0	0	99	0	99	99	0
102	9	20	0	0	99	0	99	99	0
103	8.5	20	0	0	99	0	99	99	0
104	8	20	0	0	99	0	99	99	0
105	7.5	20	0	0	99	0	99	99	0
106	7	20	0	0	99	0	99	99	0
107	6.5	20	0	0	99	0	99	99	0
108	6	20	0	0	99	0	99	99	0
109	5.5	20	0	0	99	0	99	99	0
110	5	20	0	0	99	0	99	99	0
111	4.5	20	0	0	99	0	99	99	0
112	4	20	0	0	99	0	99	99	0
113	3.5	20	0	0	99	0	99	99	0
114	3	20	0	0	99	0	99	99	0
115	2.5	20	0	0	99	0	99	99	0
116	2	20	0	0	99	0	99	99	0
117	1.5	20	0	0	99	0	99	99	0
118	1	20	0	0	99	0	99	99	0
119	0.5	20	0	0	99	0	99	99	0
120	0	20	0	0	99	0	99	99	0
121	0	19.5	0.784591	99	1.56595	99	99	-0.019359	0
122	0	19	1.56434	99	1.55146	99	99	-0.0385987	0
123	0	18.5	2.33445	99	1.5274	99	99	-0.0576003	0
124	0	18	3.09017	99	1.49392	99	99	-0.0762469	0
125	0	17.5	3.82683	99	1.45123	99	99	-0.0944234	0
126	0	17	4.5399	99	1.39959	99	99	-0.112018	0
127	0	16.5	5.22499	99	1.33932	99	99	-0.128921	0
128	0	16	5.87785	99	1.2708	99	99	-0.14503	0
129	0	15.5	6.49448	99	1.19444	99	99	-0.160245	0
130	0	15	7.07107	99	1.11072	99	99	-0.174472	0
131	0	14.5	7.60406	99	1.02015	99	99	-0.187623	0
132	0	14	8.09017	99	0.923291	99	99	-0.199617	0
133	0	13.5	8.5264	99	0.820739	99	99	-0.210381	0
134	0	13	8.91007	99	0.713127	99	99	-0.219847	0
135	0	12.5	9.2388	99	0.601118	99	99	-0.227958	0
136	0	12	9.51057	99	0.485403	99	99	-0.234664	0
137	0	11.5	9.7237	99	0.366695	99	99	-0.239923	0
138	0	11	9.87688	99	0.245727	99	99	-0.243702	0
139	0	10.5	9.96917	99	0.123243	99	99	-0.245979	0
140	0	10	10	99	9.61835e-17	99	99	-0.24674	0
141	0	9.5	9.96917	99	-0.123243	99	99	-0.245979	0
142	0	9	9.87688	99	-0.245727	99	99	-0.243702	0
143	0	8.5	9.7237	99	-0.366695	99	99	-0.239923	0
144	0	8	9.51057	99	-0.485403	99	99	-0.234664	0
145	0	7.5	9.2388	99	-0.601118	99	99	-0.227958	0
146	0	7	8.91007	99	-0.713127	99	99	-0.219847	0
