147	0	6.5	8.5264	99	-0.820739	99	99	-0.210381	0
148	0	6	8.09017	99	-0.923291	99	99	-0.199617	0
149	0	5.5	7.60406	99	-1.02015	99	99	-0.187623	0
150	0	5	7.07107	99	-1.11072	99	99	-0.174472	0
151	0	4.5	6.49448	99	-1.19444	99	99	-0.160245	0
152	0	4	5.87785	99	-1.2708	99	99	-0.14503	0
153	0	3.5	5.22499	99	-1.33932	99	99	-0.128921	0
154	0	3	4.5399	99	-1.39959	99	99	-0.112018	0
155	0	2.5	3.82683	99	-1.45123	99	99	-0.0944234	0
156	0	2	3.09017	99	-1.49392	99	99	-0.0762469	0
157	0	1.5	2.33445	99	-1.5274	99	99	-0.0576003	0
158	0	1	1.56434	99	-1.55146	99	99	-0.0385987	0
159	0	0.5	0.784591	99	-1.56595	99	99	-0.019359	0
