#	x	y	value.real	value.imag	value.abs
+1.480000e+01	+4.800000e+00	+5.387619e-01	+0.000000e+00	+5.387619e-01
+1.520000e+01	+4.800000e+00	+4.895089e-01	+0.000000e+00	+4.895089e-01
+1.560000e+01	+4.800000e+00	+4.421896e-01	+0.000000e+00	+4.421896e-01
+1.600000e+01	+4.800000e+00	+3.966185e-01	+0.000000e+00	+3.966185e-01
+1.640000e+01	+4.800000e+00	+3.526169e-01	+0.000000e+00	+3.526169e-01
+1.680000e+01	+4.800000e+00	+3.100090e-01	+0.000000e+00	+3.100090e-01
+1.720000e+01	+4.800000e+00	+2.686251e-01	+0.000000e+00	+2.686251e-01
+1.760000e+01	+4.800000e+00	+2.283014e-01	+0.000000e+00	+2.283014e-01
+1.800000e+01	+4.800000e+00	+1.888809e-01	+0.000000e+00	+1.888809e-01
+1.840000e+01	+4.800000e+00	+1.502095e-01	+0.000000e+00	+1.502095e-01
+1.880000e+01	+4.800000e+00	+1.121352e-01	+0.000000e+00	+1.121352e-01
+1.920000e+01	+4.800000e+00	+7.450770e-02	+0.000000e+00	+7.450770e-02
+1.960000e+01	+4.800000e+00	+3.717969e-02	+0.000000e+00	+3.717969e-02
+2.000000e+01	+4.800000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+5.200000e+00	+7.188247e+00	+0.000000e+00	+7.188247e+00
+4.000000e-01	+5.200000e+00	+6.842174e+00	+0.000000e+00	+6.842174e+00
+8.000000e-01	+5.200000e+00	+6.423819e+00	+0.000000e+00	+6.423819e+00
+1.200000e+00	+5.200000e+00	+6.025323e+00	+0.000000e+00	+6.025323e+00
+1.600000e+00	+5.200000e+00	+5.655225e+00	+0.000000e+00	+5.655225e+00
+2.000000e+00	+5.200000e+00	+5.308106e+00	+0.000000e+00	+5.308106e+00
+2.400000e+00	+5.200000e+00	+4.982025e+00	+0.000000e+00	+4.982025e+00
+2.800000e+00	+5.200000e+00	+4.675735e+00	+0.000000e+00	+4.675735e+00
+3.200000e+00	+5.200000e+00	+4.388031e+00	+0.000000e+00	+4.388031e+00
+3.600000e+00	+5.200000e+00	+4.117779e+00	+0.000000e+00	+4.117779e+00
+4.000000e+00	+5.200000e+00	+3.863863e+00	+0.000000e+00	+3.863863e+00
+4.400000e+00	+5.200000e+00	+3.625303e+00	+0.000000e+00	+3.625303e+00
+4.800000e+00	+5.200000e+00	+3.401099e+00	+0.000000e+00	+3.401099e+00
+5.200000e+00	+5.200000e+00	+3.190342e+00	+0.000000e+00	+3.190342e+00
+5.600000e+00	+5.200000e+00	+2.992195e+00	+0.000000e+00	+2.992195e+00
+6.000000e+00	+5.200000e+00	+2.805865e+00	+0.000000e+00	+2.805865e+00
+6.400000e+00	+5.200000e+00	+2.630611e+00	+0.000000e+00	+2.630611e+00
+6.800000e+00	+5.200000e+00	+2.465738e+00	+0.000000e+00	+2.465738e+00
+7.200000e+00	+5.200000e+00	+2.310592e+00	+0.000000e+00	+2.310592e+00
+7.600000e+00	+5.200000e+00	+2.164563e+00	+0.000000e+00	+2.164563e+00
+8.000000e+00	+5.200000e+00	+2.027078e+00	+0.000000e+00	+2.027078e+00
+8.400000e+00	+5.200000e+00	+1.897597e+00	+0.000000e+00	+1.897597e+00
+8.800000e+00	+5.200000e+00	+1.775610e+00	+0.000000e+00	+1.775610e+00
+9.200000e+00	+5.200000e+00	+1.660641e+00	+0.000000e+00	+1.660641e+00
+9.600000e+00	+5.200000e+00	+1.552236e+00	+0.000000e+00	+1.552236e+00
+1.000000e+01	+5.200000e+00	+1.449964e+00	+0.000000e+00	+1.449964e+00
+1.040000e+01	+5.200000e+00	+1.353419e+00	+0.000000e+00	+1.353419e+00
+1.080000e+01	+5.200000e+00	+1.262218e+00	+0.000000e+00	+1.262218e+00
+1.120000e+01	+5.200000e+00	+1.176001e+00	+0.000000e+00	+1.176001e+00
+1.160000e+01	+5.200000e+00	+1.094424e+00	+0.000000e+00	+1.094424e+00
+1.200000e+01	+5.200000e+00	+1.017173e+00	+0.000000e+00	+1.017173e+00
+1.240000e+01	+5.200000e+00	+9.439442e-01	+0.000000e+00	+9.439442e-01
+1.280000e+01	+5.200000e+00	+8.744489e-01	+0.000000e+00	+8.744489e-01
+1.320000e+01	+5.200000e+00	+8.084099e-01	+0.000000e+00	+8.084099e-01
+1.360000e+01	+5.200000e+00	+7.455643e-01	+0.000000e+00	+7.455643e-01
+1.400000e+01	+5.200000e+00	+6.856605e-01	+0.000000e+00	+6.856605e-01
+1.440000e+01	+5.200000e+00	+6.284623e-01	+0.000000e+00	+6.284623e-01
+1.480000e+01	+5.200000e+00	+5.737448e-01	+0.000000e+00	+5.737448e-01
+1.520000e+01	+5.200000e+00	+5.212934e-01	+0.000000e+00	+5.212934e-01
+1.560000e+01	+5.200000e+00	+4.709024e-01	+0.000000e+00	+4.709024e-01
+1.600000e+01	+5.200000e+00	+4.223747e-01	+0.000000e+00	+4.223747e-01
+1.640000e+01	+5.200000e+00	+3.755157e-01	+0.000000e+00	+3.755157e-01
+1.680000e+01	+5.200000e+00	+3.301414e-01	+0.000000e+00	+3.301414e-01
+1.720000e+01	+5.200000e+00	+2.860694e-01	+0.000000e+00	+2.860694e-01
+1.760000e+01	+5.200000e+00	+2.431272e-01	+0.000000e+00	+2.431272e-01
+1.800000e+01	+5.200000e+00	+2.011479e-01	+0.000000e+00	+2.011479e-01
+1.840000e+01	+5.200000e+00	+1.599658e-01	+0.000000e+00	+1.599658e-01
+1.880000e+01	+5.200000e+00	+1.194189e-01	+0.000000e+00	+1.194189e-01
+1.920000e+01	+5.200000e+00	+7.934975e-02	+0.000000e+00	+7.934975e-02
+1.960000e+01	+5.200000e+00	+3.959549e-02	+0.000000e+00	+3.959549e-02
+2.000000e+01	+5.200000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+5.600000e+00	+7.558082e+00	+0.000000e+00	+7.558082e+00
+4.000000e-01	+5.600000e+00	+7.221856e+00	+0.000000e+00	+7.221856e+00
+8.000000e-01	+5.600000e+00	+6.783492e+00	+0.000000e+00	+6.783492e+00
+1.200000e+00	+5.600000e+00	+6.369491e+00	+0.000000e+00	+6.369491e+00
+1.600000e+00	+5.600000e+00	+5.977509e+00	+0.000000e+00	+5.977509e+00
+2.000000e+00	+5.600000e+00	+5.610576e+00	+0.000000e+00	+5.610576e+00
+2.400000e+00	+5.600000e+00	+5.265911e+00	+0.000000e+00	+5.265911e+00
+2.800000e+00	+5.600000e+00	+4.942205e+00	+0.000000e+00	+4.942205e+00
+3.200000e+00	+5.600000e+00	+4.638092e+00	+0.000000e+00	+4.638092e+00
+3.600000e+00	+5.600000e+00	+4.352447e+00	+0.000000e+00	+4.352447e+00
+4.000000e+00	+5.600000e+00	+4.084092e+00	+0.000000e+00	+4.084092e+00
+4.400000e+00	+5.600000e+00	+3.831922e+00	+0.000000e+00	+3.831922e+00
+4.800000e+00	+5.600000e+00	+3.594938e+00	+0.000000e+00	+3.594938e+00
+5.200000e+00	+5.600000e+00	+3.372160e+00	+0.000000e+00	+3.372160e+00
+5.600000e+00	+5.600000e+00	+3.162725e+00	+0.000000e+00	+3.162725e+00
+6.000000e+00	+5.600000e+00	+2.965778e+00	+0.000000e+00	+2.965778e+00
+6.400000e+00	+5.600000e+00	+2.780538e+00	+0.000000e+00	+2.780538e+00
+6.800000e+00	+5.600000e+00	+2.606270e+00	+0.000000e+00	+2.606270e+00
+7.200000e+00	+5.600000e+00	+2.442285e+00	+0.000000e+00	+2.442285e+00
+7.600000e+00	+5.600000e+00	+2.287938e+00	+0.000000e+00	+2.287938e+00
+8.000000e+00	+5.600000e+00	+2.142623e+00	+0.000000e+00	+2.142623e+00
+8.400000e+00	+5.600000e+00	+2.005766e+00	+0.000000e+00	+2.005766e+00
+8.800000e+00	+5.600000e+00	+1.876831e+00	+0.000000e+00	+1.876831e+00
+9.200000e+00	+5.600000e+00	+1.755312e+00	+0.000000e+00	+1.755312e+00
+9.600000e+00	+5.600000e+00	+1.640729e+00	+0.000000e+00	+1.640729e+00
+1.000000e+01	+5.600000e+00	+1.532627e+00	+0.000000e+00	+1.532627e+00
+1.040000e+01	+5.600000e+00	+1.430579e+00	+0.000000e+00	+1.430579e+00
+1.080000e+01	+5.600000e+00	+1.334178e+00	+0.000000e+00	+1.334178e+00
+1.120000e+01	+5.600000e+00	+1.243044e+00	+0.000000e+00	+1.243044e+00
+1.160000e+01	+5.600000e+00	+1.156818e+00	+0.000000e+00	+1.156818e+00
+1.200000e+01	+5.600000e+00	+1.075163e+00	+0.000000e+00	+1.075163e+00
+1.240000e+01	+5.600000e+00	+9.977622e-01	+0.000000e+00	+9.977622e-01
+1.280000e+01	+5.600000e+00	+9.243055e-01	+0.000000e+00	+9.243055e-01
+1.320000e+01	+5.600000e+00	+8.545053e-01	+0.000000e+00	+8.545053e-01
+1.360000e+01	+5.600000e+00	+7.880781e-01	+0.000000e+00	+7.880781e-01
+1.400000e+01	+5.600000e+00	+7.247611e-01	+0.000000e+00	+7.247611e-01
+1.440000e+01	+5.600000e+00	+6.643022e-01	+0.000000e+00	+6.643022e-01
+1.480000e+01	+5.600000e+00	+6.064657e-01	+0.000000e+00	+6.064657e-01
+1.520000e+01	+5.600000e+00	+5.510246e-01	+0.000000e+00	+5.510246e-01
+1.560000e+01	+5.600000e+00	+4.977610e-01	+0.000000e+00	+4.977610e-01
+1.600000e+01	+5.600000e+00	+4.464656e-01	+0.000000e+00	+4.464656e-01
+1.640000e+01	+5.600000e+00	+3.969350e-01	+0.000000e+00	+3.969350e-01
+1.680000e+01	+5.600000e+00	+3.489727e-01	+0.000000e+00	+3.489727e-01
+1.720000e+01	+5.600000e+00	+3.023885e-01	+0.000000e+00	+3.023885e-01
+1.760000e+01	+5.600000e+00	+2.569972e-01	+0.000000e+00	+2.569972e-01
+1.800000e+01	+5.600000e+00	+2.126225e-01	+0.000000e+00	+2.126225e-01
+1.840000e+01	+5.600000e+00	+1.690924e-01	+0.000000e+00	+1.690924e-01
+1.880000e+01	+5.600000e+00	+1.262341e-01	+0.000000e+00	+1.262341e-01
+1.920000e+01	+5.600000e+00	+8.387963e-02	+0.000000e+00	+8.387963e-02
+1.960000e+01	+5.600000e+00	+4.185614e-02	+0.000000e+00	+4.185614e-02
+2.000000e+01	+5.600000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+6.000000e+00	+8.090170e+00	+0.000000e+00	+8.090170e+00
+4.000000e-01	+6.000000e+00	+7.587478e+00	+0.000000e+00	+7.587478e+00
+8.000000e-01	+6.000000e+00	+7.123659e+00	+0.000000e+00	+7.123659e+00
+1.200000e+00	+6.000000e+00	+6.686226e+00	+0.000000e+00	+6.686226e+00
+1.600000e+00	+6.000000e+00	+6.276149e+00	+0.000000e+00	+6.276149e+00
+2.000000e+00	+6.000000e+00	+5.890946e+00	+0.000000e+00	+5.890946e+00
+2.400000e+00	+6.000000e+00	+5.529040e+00	+0.000000e+00	+5.529040e+00
+2.800000e+00	+6.000000e+00	+5.189165e+00	+0.000000e+00	+5.189165e+00
+3.200000e+00	+6.000000e+00	+4.869898e+00	+0.000000e+00	+4.869898e+00
+3.600000e+00	+6.000000e+00	+4.569981e+00	+0.000000e+00	+4.569981e+00
+4.000000e+00	+6.000000e+00	+4.288186e+00	+0.000000e+00	+4.288186e+00
+4.400000e+00	+6.000000e+00	+4.023413e+00	+0.000000e+00	+4.023413e+00
+4.800000e+00	+6.000000e+00	+3.774591e+00	+0.000000e+00	+3.774591e+00
+5.200000e+00	+6.000000e+00	+3.540689e+00	+0.000000e+00	+3.540689e+00
+5.600000e+00	+6.000000e+00	+3.320780e+00	+0.000000e+00	+3.320780e+00
+6.000000e+00	+6.000000e+00	+3.113992e+00	+0.000000e+00	+3.113992e+00
+6.400000e+00	+6.000000e+00	+2.919497e+00	+0.000000e+00	+2.919497e+00
+6.800000e+00	+6.000000e+00	+2.736522e+00	+0.000000e+00	+2.736522e+00
+7.200000e+00	+6.000000e+00	+2.564346e+00	+0.000000e+00	+2.564346e+00
+7.600000e+00	+6.000000e+00	+2.402288e+00	+0.000000e+00	+2.402288e+00
+8.000000e+00	+6.000000e+00	+2.249714e+00	+0.000000e+00	+2.249714e+00
+8.400000e+00	+6.000000e+00	+2.106021e+00	+0.000000e+00	+2.106021e+00
+8.800000e+00	+6.000000e+00	+1.970646e+00	+0.000000e+00	+1.970646e+00
+9.200000e+00	+6.000000e+00	+1.843057e+00	+0.000000e+00	+1.843057e+00
+9.600000e+00	+6.000000e+00	+1.722747e+00	+0.000000e+00	+1.722747e+00
+1.000000e+01	+6.000000e+00	+1.609241e+00	+0.000000e+00	+1.609241e+00
+1.040000e+01	+6.000000e+00	+1.502091e+00	+0.000000e+00	+1.502091e+00
+1.080000e+01	+6.000000e+00	+1.400870e+00	+0.000000e+00	+1.400870e+00
+1.120000e+01	+6.000000e+00	+1.305180e+00	+0.000000e+00	+1.305180e+00
+1.160000e+01	+6.000000e+00	+1.214646e+00	+0.000000e+00	+1.214646e+00
+1.200000e+01	+6.000000e+00	+1.128911e+00	+0.000000e+00	+1.128911e+00
+1.240000e+01	+6.000000e+00	+1.047642e+00	+0.000000e+00	+1.047642e+00
+1.280000e+01	+6.000000e+00	+9.705178e-01	+0.000000e+00	+9.705178e-01
+1.320000e+01	+6.000000e+00	+8.972285e-01	+0.000000e+00	+8.972285e-01
+1.360000e+01	+6.000000e+00	+8.274832e-01	+0.000000e+00	+8.274832e-01
+1.400000e+01	+6.000000e+00	+7.610022e-01	+0.000000e+00	+7.610022e-01
+1.440000e+01	+6.000000e+00	+6.975231e-01	+0.000000e+00	+6.975231e-01
+1.480000e+01	+6.000000e+00	+6.367957e-01	+0.000000e+00	+6.367957e-01
+1.520000e+01	+6.000000e+00	+5.785827e-01	+0.000000e+00	+5.785827e-01
+1.560000e+01	+6.000000e+00	+5.226579e-01	+0.000000e+00	+5.226579e-01
+1.600000e+01	+6.000000e+00	+4.687974e-01	+0.000000e+00	+4.687974e-01
+1.640000e+01	+6.000000e+00	+4.167922e-01	+0.000000e+00	+4.167922e-01
+1.680000e+01	+6.000000e+00	+3.664318e-01	+0.000000e+00	+3.664318e-01
+1.720000e+01	+6.000000e+00	+3.175179e-01	+0.000000e+00	+3.175179e-01
+1.760000e+01	+6.000000e+00	+2.698561e-01	+0.000000e+00	+2.698561e-01
+1.800000e+01	+6.000000e+00	+2.232647e-01	+0.000000e+00	+2.232647e-01
+1.840000e+01	+6.000000e+00	+1.775555e-01	+0.000000e+00	+1.775555e-01
+1.880000e+01	+6.000000e+00	+1.325550e-01	+0.000000e+00	+1.325550e-01
+1.920000e+01	+6.000000e+00	+8.807973e-02	+0.000000e+00	+8.807973e-02
+1.960000e+01	+6.000000e+00	+4.395314e-02	+0.000000e+00	+4.395314e-02
+2.000000e+01	+6.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+6.400000e+00	+8.557658e+00	+0.000000e+00	+8.557658e+00
+4.000000e-01	+6.400000e+00	+7.923667e+00	+0.000000e+00	+7.923667e+00
+8.000000e-01	+6.400000e+00	+7.433981e+00	+0.000000e+00	+7.433981e+00
+1.200000e+00	+6.400000e+00	+6.978184e+00	+0.000000e+00	+6.978184e+00
+1.600000e+00	+6.400000e+00	+6.550132e+00	+0.000000e+00	+6.550132e+00
+2.000000e+00	+6.400000e+00	+6.148074e+00	+0.000000e+00	+6.148074e+00
+2.400000e+00	+6.400000e+00	+5.770390e+00	+0.000000e+00	+5.770390e+00
+2.800000e+00	+6.400000e+00	+5.415692e+00	+0.000000e+00	+5.415692e+00
+3.200000e+00	+6.400000e+00	+5.082464e+00	+0.000000e+00	+5.082464e+00
+3.600000e+00	+6.400000e+00	+4.769489e+00	+0.000000e+00	+4.769489e+00
+4.000000e+00	+6.400000e+00	+4.475399e+00	+0.000000e+00	+4.475399e+00
+4.400000e+00	+6.400000e+00	+4.199044e+00	+0.000000e+00	+4.199044e+00
+4.800000e+00	+6.400000e+00	+3.939355e+00	+0.000000e+00	+3.939355e+00
+5.200000e+00	+6.400000e+00	+3.695235e+00	+0.000000e+00	+3.695235e+00
+5.600000e+00	+6.400000e+00	+3.465735e+00	+0.000000e+00	+3.465735e+00
+6.000000e+00	+6.400000e+00	+3.249922e+00	+0.000000e+00	+3.249922e+00
+6.400000e+00	+6.400000e+00	+3.046937e+00	+0.000000e+00	+3.046937e+00
+6.800000e+00	+6.400000e+00	+2.855979e+00	+0.000000e+00	+2.855979e+00
+7.200000e+00	+6.400000e+00	+2.676290e+00	+0.000000e+00	+2.676290e+00
+7.600000e+00	+6.400000e+00	+2.507162e+00	+0.000000e+00	+2.507162e+00
+8.000000e+00	+6.400000e+00	+2.347930e+00	+0.000000e+00	+2.347930e+00
+8.400000e+00	+6.400000e+00	+2.197968e+00	+0.000000e+00	+2.197968e+00
+8.800000e+00	+6.400000e+00	+2.056685e+00	+0.000000e+00	+2.056685e+00
+9.200000e+00	+6.400000e+00	+1.923526e+00	+0.000000e+00	+1.923526e+00
+9.600000e+00	+6.400000e+00	+1.797965e+00	+0.000000e+00	+1.797965e+00
+1.000000e+01	+6.400000e+00	+1.679504e+00	+0.000000e+00	+1.679504e+00
+1.040000e+01	+6.400000e+00	+1.567675e+00	+0.000000e+00	+1.567675e+00
+1.080000e+01	+6.400000e+00	+1.462034e+00	+0.000000e+00	+1.462034e+00
+1.120000e+01	+6.400000e+00	+1.362167e+00	+0.000000e+00	+1.362167e+00
+1.160000e+01	+6.400000e+00	+1.267680e+00	+0.000000e+00	+1.267680e+00
+1.200000e+01	+6.400000e+00	+1.178205e+00	+0.000000e+00	+1.178205e+00
+1.240000e+01	+6.400000e+00	+1.093391e+00	+0.000000e+00	+1.093391e+00
+1.280000e+01	+6.400000e+00	+1.012900e+00	+0.000000e+00	+1.012900e+00
+1.320000e+01	+6.400000e+00	+9.364127e-01	+0.000000e+00	+9.364127e-01
+1.360000e+01	+6.400000e+00	+8.636231e-01	+0.000000e+00	+8.636231e-01
+1.400000e+01	+6.400000e+00	+7.942418e-01	+0.000000e+00	+7.942418e-01
+1.440000e+01	+6.400000e+00	+7.279920e-01	+0.000000e+00	+7.279920e-01
+1.480000e+01	+6.400000e+00	+6.646153e-01	+0.000000e+00	+6.646153e-01
+1.520000e+01	+6.400000e+00	+6.038624e-01	+0.000000e+00	+6.038624e-01
+1.560000e+01	+6.400000e+00	+5.454946e-01	+0.000000e+00	+5.454946e-01
+1.600000e+01	+6.400000e+00	+4.892847e-01	+0.000000e+00	+4.892847e-01
+1.640000e+01	+6.400000e+00	+4.350079e-01	+0.000000e+00	+4.350079e-01
+1.680000e+01	+6.400000e+00	+3.824490e-01	+0.000000e+00	+3.824490e-01
+1.720000e+01	+6.400000e+00	+3.313996e-01	+0.000000e+00	+3.313996e-01
+1.760000e+01	+6.400000e+00	+2.816586e-01	+0.000000e+00	+2.816586e-01
+1.800000e+01	+6.400000e+00	+2.330315e-01	+0.000000e+00	+2.330315e-01
+1.840000e+01	+6.400000e+00	+1.853270e-01	+0.000000e+00	+1.853270e-01
+1.880000e+01	+6.400000e+00	+1.383567e-01	+0.000000e+00	+1.383567e-01
+1.920000e+01	+6.400000e+00	+9.193610e-02	+0.000000e+00	+9.193610e-02
+1.960000e+01	+6.400000e+00	+4.587761e-02	+0.000000e+00	+4.587761e-02
+2.000000e+01	+6.400000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+6.800000e+00	+8.810372e+00	+0.000000e+00	+8.810372e+00
+4.000000e-01	+6.800000e+00	+8.221760e+00	+0.000000e+00	+8.221760e+00
+8.000000e-01	+6.800000e+00	+7.715779e+00	+0.000000e+00	+7.715779e+00
+1.200000e+00	+6.800000e+00	+7.242785e+00	+0.000000e+00	+7.242785e+00
+1.600000e+00	+6.800000e+00	+6.798312e+00	+0.000000e+00	+6.798312e+00
+2.000000e+00	+6.800000e+00	+6.380964e+00	+0.000000e+00	+6.380964e+00
+2.400000e+00	+6.800000e+00	+5.988983e+00	+0.000000e+00	+5.988983e+00
+2.800000e+00	+6.800000e+00	+5.620839e+00	+0.000000e+00	+5.620839e+00
+3.200000e+00	+6.800000e+00	+5.275006e+00	+0.000000e+00	+5.275006e+00
+3.600000e+00	+6.800000e+00	+4.950152e+00	+0.000000e+00	+4.950152e+00
+4.000000e+00	+6.800000e+00	+4.644917e+00	+0.000000e+00	+4.644917e+00
+4.400000e+00	+6.800000e+00	+4.358110e+00	+0.000000e+00	+4.358110e+00
+4.800000e+00	+6.800000e+00	+4.088577e+00	+0.000000e+00	+4.088577e+00
+5.200000e+00	+6.800000e+00	+3.835213e+00	+0.000000e+00	+3.835213e+00
+5.600000e+00	+6.800000e+00	+3.597016e+00	+0.000000e+00	+3.597016e+00
+6.000000e+00	+6.800000e+00	+3.373029e+00	+0.000000e+00	+3.373029e+00
+6.400000e+00	+6.800000e+00	+3.162357e+00	+0.000000e+00	+3.162357e+00
+6.800000e+00	+6.800000e+00	+2.964167e+00	+0.000000e+00	+2.964167e+00
+7.200000e+00	+6.800000e+00	+2.777675e+00	+0.000000e+00	+2.777675e+00
+7.600000e+00	+6.800000e+00	+2.602143e+00	+0.000000e+00	+2.602143e+00
+8.000000e+00	+6.800000e+00	+2.436880e+00	+0.000000e+00	+2.436880e+00
+8.400000e+00	+6.800000e+00	+2.281239e+00	+0.000000e+00	+2.281239e+00
+8.800000e+00	+6.800000e+00	+2.134606e+00	+0.000000e+00	+2.134606e+00
+9.200000e+00	+6.800000e+00	+1.996403e+00	+0.000000e+00	+1.996403e+00
+9.600000e+00	+6.800000e+00	+1.866085e+00	+0.000000e+00	+1.866085e+00
+1.000000e+01	+6.800000e+00	+1.743136e+00	+0.000000e+00	+1.743136e+00
+1.040000e+01	+6.800000e+00	+1.627070e+00	+0.000000e+00	+1.627070e+00
+1.080000e+01	+6.800000e+00	+1.517427e+00	+0.000000e+00	+1.517427e+00
+1.120000e+01	+6.800000e+00	+1.413776e+00	+0.000000e+00	+1.413776e+00
+1.160000e+01	+6.800000e+00	+1.315713e+00	+0.000000e+00	+1.315713e+00
+1.200000e+01	+6.800000e+00	+1.222851e+00	+0.000000e+00	+1.222851e+00
+1.240000e+01	+6.800000e+00	+1.134824e+00	+0.000000e+00	+1.134824e+00
+1.280000e+01	+6.800000e+00	+1.051287e+00	+0.000000e+00	+1.051287e+00
+1.320000e+01	+6.800000e+00	+9.719027e-01	+0.000000e+00	+9.719027e-01
+1.360000e+01	+6.800000e+00	+8.963569e-01	+0.000000e+00	+8.963569e-01
+1.400000e+01	+6.800000e+00	+8.243472e-01	+0.000000e+00	+8.243472e-01
+1.440000e+01	+6.800000e+00	+7.555895e-01	+0.000000e+00	+7.555895e-01
+1.480000e+01	+6.800000e+00	+6.898131e-01	+0.000000e+00	+6.898131e-01
+1.520000e+01	+6.800000e+00	+6.267593e-01	+0.000000e+00	+6.267593e-01
+1.560000e+01	+6.800000e+00	+5.661821e-01	+0.000000e+00	+5.661821e-01
+1.600000e+01	+6.800000e+00	+5.078423e-01	+0.000000e+00	+5.078423e-01
+1.640000e+01	+6.800000e+00	+4.515105e-01	+0.000000e+00	+4.515105e-01
+1.680000e+01	+6.800000e+00	+3.969618e-01	+0.000000e+00	+3.969618e-01
+1.720000e+01	+6.800000e+00	+3.439794e-01	+0.000000e+00	+3.439794e-01
+1.760000e+01	+6.800000e+00	+2.923544e-01	+0.000000e+00	+2.923544e-01
+1.800000e+01	+6.800000e+00	+2.418839e-01	+0.000000e+00	+2.418839e-01
+1.840000e+01	+6.800000e+00	+1.923688e-01	+0.000000e+00	+1.923688e-01
+1.880000e+01	+6.800000e+00	+1.436171e-01	+0.000000e+00	+1.436171e-01
+1.920000e+01	+6.800000e+00	+9.543151e-02	+0.000000e+00	+9.543151e-02
+1.960000e+01	+6.800000e+00	+4.762185e-02	+0.000000e+00	+4.762185e-02
+2.000000e+01	+6.800000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+7.200000e+00	+8.977352e+00	+0.000000e+00	+8.977352e+00
+4.000000e-01	+7.200000e+00	+8.481271e+00	+0.000000e+00	+8.481271e+00
+8.000000e-01	+7.200000e+00	+7.967584e+00	+0.000000e+00	+7.967584e+00
+1.200000e+00	+7.200000e+00	+7.478420e+00	+0.000000e+00	+7.478420e+00
+1.600000e+00	+7.200000e+00	+7.019467e+00	+0.000000e+00	+7.019467e+00
+2.000000e+00	+7.200000e+00	+6.588688e+00	+0.000000e+00	+6.588688e+00
+2.400000e+00	+7.200000e+00	+6.183986e+00	+0.000000e+00	+6.183986e+00
+2.800000e+00	+7.200000e+00	+5.803809e+00	+0.000000e+00	+5.803809e+00
+3.200000e+00	+7.200000e+00	+5.446719e+00	+0.000000e+00	+5.446719e+00
+3.600000e+00	+7.200000e+00	+5.111273e+00	+0.000000e+00	+5.111273e+00
+4.000000e+00	+7.200000e+00	+4.796113e+00	+0.000000e+00	+4.796113e+00
+4.400000e+00	+7.200000e+00	+4.499966e+00	+0.000000e+00	+4.499966e+00
+4.800000e+00	+7.200000e+00	+4.221662e+00	+0.000000e+00	+4.221662e+00
+5.200000e+00	+7.200000e+00	+3.960050e+00	+0.000000e+00	+3.960050e+00
+5.600000e+00	+7.200000e+00	+3.714100e+00	+0.000000e+00	+3.714100e+00
+6.000000e+00	+7.200000e+00	+3.482824e+00	+0.000000e+00	+3.482824e+00
+6.400000e+00	+7.200000e+00	+3.265296e+00	+0.000000e+00	+3.265296e+00
+6.800000e+00	+7.200000e+00	+3.060655e+00	+0.000000e+00	+3.060655e+00
+7.200000e+00	+7.200000e+00	+2.868093e+00	+0.000000e+00	+2.868093e+00
+7.600000e+00	+7.200000e+00	+2.686848e+00	+0.000000e+00	+2.686848e+00
+8.000000e+00	+7.200000e+00	+2.516209e+00	+0.000000e+00	+2.516209e+00
+8.400000e+00	+7.200000e+00	+2.355504e+00	+0.000000e+00	+2.355504e+00
+8.800000e+00	+7.200000e+00	+2.204099e+00	+0.000000e+00	+2.204099e+00
+9.200000e+00	+7.200000e+00	+2.061399e+00	+0.000000e+00	+2.061399e+00
+9.600000e+00	+7.200000e+00	+1.926839e+00	+0.000000e+00	+1.926839e+00
+1.000000e+01	+7.200000e+00	+1.799888e+00	+0.000000e+00	+1.799888e+00
+1.040000e+01	+7.200000e+00	+1.680043e+00	+0.000000e+00	+1.680043e+00
+1.080000e+01	+7.200000e+00	+1.566831e+00	+0.000000e+00	+1.566831e+00
+1.120000e+01	+7.200000e+00	+1.459809e+00	+0.000000e+00	+1.459809e+00
+1.160000e+01	+7.200000e+00	+1.358555e+00	+0.000000e+00	+1.358555e+00
+1.200000e+01	+7.200000e+00	+1.262673e+00	+0.000000e+00	+1.262673e+00
+1.240000e+01	+7.200000e+00	+1.171783e+00	+0.000000e+00	+1.171783e+00
+1.280000e+01	+7.200000e+00	+1.085526e+00	+0.000000e+00	+1.085526e+00
+1.320000e+01	+7.200000e+00	+1.003558e+00	+0.000000e+00	+1.003558e+00
+1.360000e+01	+7.200000e+00	+9.255535e-01	+0.000000e+00	+9.255535e-01
+1.400000e+01	+7.200000e+00	+8.512006e-01	+0.000000e+00	+8.512006e-01
+1.440000e+01	+7.200000e+00	+7.802052e-01	+0.000000e+00	+7.802052e-01
+1.480000e+01	+7.200000e+00	+7.122891e-01	+0.000000e+00	+7.122891e-01
+1.520000e+01	+7.200000e+00	+6.471845e-01	+0.000000e+00	+6.471845e-01
+1.560000e+01	+7.200000e+00	+5.846367e-01	+0.000000e+00	+5.846367e-01
+1.600000e+01	+7.200000e+00	+5.243991e-01	+0.000000e+00	+5.243991e-01
