#	x	y	value.real	value.imag	value.abs
+1.120000e+01	+1.000000e+01	+1.613478e+00	+0.000000e+00	+1.613478e+00
+1.160000e+01	+1.000000e+01	+1.501583e+00	+0.000000e+00	+1.501583e+00
+1.200000e+01	+1.000000e+01	+1.395619e+00	+0.000000e+00	+1.395619e+00
+1.240000e+01	+1.000000e+01	+1.295171e+00	+0.000000e+00	+1.295171e+00
+1.280000e+01	+1.000000e+01	+1.199838e+00	+0.000000e+00	+1.199838e+00
+1.320000e+01	+1.000000e+01	+1.109241e+00	+0.000000e+00	+1.109241e+00
+1.360000e+01	+1.000000e+01	+1.023024e+00	+0.000000e+00	+1.023024e+00
+1.400000e+01	+1.000000e+01	+9.408426e-01	+0.000000e+00	+9.408426e-01
+1.440000e+01	+1.000000e+01	+8.623783e-01	+0.000000e+00	+8.623783e-01
+1.480000e+01	+1.000000e+01	+7.873210e-01	+0.000000e+00	+7.873210e-01
+1.520000e+01	+1.000000e+01	+7.153764e-01	+0.000000e+00	+7.153764e-01
+1.560000e+01	+1.000000e+01	+6.462567e-01	+0.000000e+00	+6.462567e-01
+1.600000e+01	+1.000000e+01	+5.796881e-01	+0.000000e+00	+5.796881e-01
+1.640000e+01	+1.000000e+01	+5.154050e-01	+0.000000e+00	+5.154050e-01
+1.680000e+01	+1.000000e+01	+4.531486e-01	+0.000000e+00	+4.531486e-01
+1.720000e+01	+1.000000e+01	+3.926763e-01	+0.000000e+00	+3.926763e-01
+1.760000e+01	+1.000000e+01	+3.337484e-01	+0.000000e+00	+3.337484e-01
+1.800000e+01	+1.000000e+01	+2.761356e-01	+0.000000e+00	+2.761356e-01
+1.840000e+01	+1.000000e+01	+2.196084e-01	+0.000000e+00	+2.196084e-01
+1.880000e+01	+1.000000e+01	+1.639505e-01	+0.000000e+00	+1.639505e-01
+1.920000e+01	+1.000000e+01	+1.089410e-01	+0.000000e+00	+1.089410e-01
+1.960000e+01	+1.000000e+01	+5.436280e-02	+0.000000e+00	+5.436280e-02
+2.000000e+01	+1.000000e+01	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+1.040000e+01	+9.960075e+00	+0.000000e+00	+9.960075e+00
+4.000000e-01	+1.040000e+01	+9.360602e+00	+0.000000e+00	+9.360602e+00
+8.000000e-01	+1.040000e+01	+8.787174e+00	+0.000000e+00	+8.787174e+00
+1.200000e+00	+1.040000e+01	+8.248614e+00	+0.000000e+00	+8.248614e+00
+1.600000e+00	+1.040000e+01	+7.742730e+00	+0.000000e+00	+7.742730e+00
+2.000000e+00	+1.040000e+01	+7.267534e+00	+0.000000e+00	+7.267534e+00
+2.400000e+00	+1.040000e+01	+6.821161e+00	+0.000000e+00	+6.821161e+00
+2.800000e+00	+1.040000e+01	+6.401820e+00	+0.000000e+00	+6.401820e+00
+3.200000e+00	+1.040000e+01	+6.007973e+00	+0.000000e+00	+6.007973e+00
+3.600000e+00	+1.040000e+01	+5.637921e+00	+0.000000e+00	+5.637921e+00
+4.000000e+00	+1.040000e+01	+5.290300e+00	+0.000000e+00	+5.290300e+00
+4.400000e+00	+1.040000e+01	+4.963626e+00	+0.000000e+00	+4.963626e+00
+4.800000e+00	+1.040000e+01	+4.656629e+00	+0.000000e+00	+4.656629e+00
+5.200000e+00	+1.040000e+01	+4.368053e+00	+0.000000e+00	+4.368053e+00
+5.600000e+00	+1.040000e+01	+4.096743e+00	+0.000000e+00	+4.096743e+00
+6.000000e+00	+1.040000e+01	+3.841619e+00	+0.000000e+00	+3.841619e+00
+6.400000e+00	+1.040000e+01	+3.601664e+00	+0.000000e+00	+3.601664e+00
+6.800000e+00	+1.040000e+01	+3.375929e+00	+0.000000e+00	+3.375929e+00
+7.200000e+00	+1.040000e+01	+3.163523e+00	+0.000000e+00	+3.163523e+00
+7.600000e+00	+1.040000e+01	+2.963609e+00	+0.000000e+00	+2.963609e+00
+8.000000e+00	+1.040000e+01	+2.775400e+00	+0.000000e+00	+2.775400e+00
+8.400000e+00	+1.040000e+01	+2.598154e+00	+0.000000e+00	+2.598154e+00
+8.800000e+00	+1.040000e+01	+2.431171e+00	+0.000000e+00	+2.431171e+00
+9.200000e+00	+1.040000e+01	+2.273791e+00	+0.000000e+00	+2.273791e+00
+9.600000e+00	+1.040000e+01	+2.125391e+00	+0.000000e+00	+2.125391e+00
+1.000000e+01	+1.040000e+01	+1.985379e+00	+0.000000e+00	+1.985379e+00
+1.040000e+01	+1.040000e+01	+1.853203e+00	+0.000000e+00	+1.853203e+00
+1.080000e+01	+1.040000e+01	+1.728344e+00	+0.000000e+00	+1.728344e+00
+1.120000e+01	+1.040000e+01	+1.610310e+00	+0.000000e+00	+1.610310e+00
+1.160000e+01	+1.040000e+01	+1.498636e+00	+0.000000e+00	+1.498636e+00
+1.200000e+01	+1.040000e+01	+1.392881e+00	+0.000000e+00	+1.392881e+00
+1.240000e+01	+1.040000e+01	+1.292628e+00	+0.000000e+00	+1.292628e+00
+1.280000e+01	+1.040000e+01	+1.197481e+00	+0.000000e+00	+1.197481e+00
+1.320000e+01	+1.040000e+01	+1.107062e+00	+0.000000e+00	+1.107062e+00
+1.360000e+01	+1.040000e+01	+1.021010e+00	+0.000000e+00	+1.021010e+00
+1.400000e+01	+1.040000e+01	+9.389897e-01	+0.000000e+00	+9.389897e-01
+1.440000e+01	+1.040000e+01	+8.606775e-01	+0.000000e+00	+8.606775e-01
+1.480000e+01	+1.040000e+01	+7.857668e-01	+0.000000e+00	+7.857668e-01
+1.520000e+01	+1.040000e+01	+7.139625e-01	+0.000000e+00	+7.139625e-01
+1.560000e+01	+1.040000e+01	+6.449803e-01	+0.000000e+00	+6.449803e-01
+1.600000e+01	+1.040000e+01	+5.785434e-01	+0.000000e+00	+5.785434e-01
+1.640000e+01	+1.040000e+01	+5.143876e-01	+0.000000e+00	+5.143876e-01
+1.680000e+01	+1.040000e+01	+4.522534e-01	+0.000000e+00	+4.522534e-01
+1.720000e+01	+1.040000e+01	+3.919035e-01	+0.000000e+00	+3.919035e-01
+1.760000e+01	+1.040000e+01	+3.330889e-01	+0.000000e+00	+3.330889e-01
+1.800000e+01	+1.040000e+01	+2.755887e-01	+0.000000e+00	+2.755887e-01
+1.840000e+01	+1.040000e+01	+2.191753e-01	+0.000000e+00	+2.191753e-01
+1.880000e+01	+1.040000e+01	+1.636270e-01	+0.000000e+00	+1.636270e-01
+1.920000e+01	+1.040000e+01	+1.087270e-01	+0.000000e+00	+1.087270e-01
+1.960000e+01	+1.040000e+01	+5.425609e-02	+0.000000e+00	+5.425609e-02
+2.000000e+01	+1.040000e+01	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+1.080000e+01	+9.887690e+00	+0.000000e+00	+9.887690e+00
+4.000000e-01	+1.080000e+01	+9.304995e+00	+0.000000e+00	+9.304995e+00
+8.000000e-01	+1.080000e+01	+8.735228e+00	+0.000000e+00	+8.735228e+00
+1.200000e+00	+1.080000e+01	+8.199797e+00	+0.000000e+00	+8.199797e+00
+1.600000e+00	+1.080000e+01	+7.696875e+00	+0.000000e+00	+7.696875e+00
+2.000000e+00	+1.080000e+01	+7.224459e+00	+0.000000e+00	+7.224459e+00
+2.400000e+00	+1.080000e+01	+6.780747e+00	+0.000000e+00	+6.780747e+00
+2.800000e+00	+1.080000e+01	+6.363946e+00	+0.000000e+00	+6.363946e+00
+3.200000e+00	+1.080000e+01	+5.972377e+00	+0.000000e+00	+5.972377e+00
+3.600000e+00	+1.080000e+01	+5.604533e+00	+0.000000e+00	+5.604533e+00
+4.000000e+00	+1.080000e+01	+5.258975e+00	+0.000000e+00	+5.258975e+00
+4.400000e+00	+1.080000e+01	+4.934231e+00	+0.000000e+00	+4.934231e+00
+4.800000e+00	+1.080000e+01	+4.629053e+00	+0.000000e+00	+4.629053e+00
+5.200000e+00	+1.080000e+01	+4.342184e+00	+0.000000e+00	+4.342184e+00
+5.600000e+00	+1.080000e+01	+4.072477e+00	+0.000000e+00	+4.072477e+00
+6.000000e+00	+1.080000e+01	+3.818863e+00	+0.000000e+00	+3.818863e+00
+6.400000e+00	+1.080000e+01	+3.580327e+00	+0.000000e+00	+3.580327e+00
+6.800000e+00	+1.080000e+01	+3.355928e+00	+0.000000e+00	+3.355928e+00
+7.200000e+00	+1.080000e+01	+3.144779e+00	+0.000000e+00	+3.144779e+00
+7.600000e+00	+1.080000e+01	+2.946051e+00	+0.000000e+00	+2.946051e+00
+8.000000e+00	+1.080000e+01	+2.758958e+00	+0.000000e+00	+2.758958e+00
+8.400000e+00	+1.080000e+01	+2.582764e+00	+0.000000e+00	+2.582764e+00
+8.800000e+00	+1.080000e+01	+2.416774e+00	+0.000000e+00	+2.416774e+00
+9.200000e+00	+1.080000e+01	+2.260328e+00	+0.000000e+00	+2.260328e+00
+9.600000e+00	+1.080000e+01	+2.112809e+00	+0.000000e+00	+2.112809e+00
+1.000000e+01	+1.080000e+01	+1.973628e+00	+0.000000e+00	+1.973628e+00
+1.040000e+01	+1.080000e+01	+1.842237e+00	+0.000000e+00	+1.842237e+00
+1.080000e+01	+1.080000e+01	+1.718119e+00	+0.000000e+00	+1.718119e+00
+1.120000e+01	+1.080000e+01	+1.600783e+00	+0.000000e+00	+1.600783e+00
+1.160000e+01	+1.080000e+01	+1.489771e+00	+0.000000e+00	+1.489771e+00
+1.200000e+01	+1.080000e+01	+1.384641e+00	+0.000000e+00	+1.384641e+00
+1.240000e+01	+1.080000e+01	+1.284981e+00	+0.000000e+00	+1.284981e+00
+1.280000e+01	+1.080000e+01	+1.190396e+00	+0.000000e+00	+1.190396e+00
+1.320000e+01	+1.080000e+01	+1.100507e+00	+0.000000e+00	+1.100507e+00
+1.360000e+01	+1.080000e+01	+1.014964e+00	+0.000000e+00	+1.014964e+00
+1.400000e+01	+1.080000e+01	+9.334276e-01	+0.000000e+00	+9.334276e-01
+1.440000e+01	+1.080000e+01	+8.555767e-01	+0.000000e+00	+8.555767e-01
+1.480000e+01	+1.080000e+01	+7.811074e-01	+0.000000e+00	+7.811074e-01
+1.520000e+01	+1.080000e+01	+7.097263e-01	+0.000000e+00	+7.097263e-01
+1.560000e+01	+1.080000e+01	+6.411516e-01	+0.000000e+00	+6.411516e-01
+1.600000e+01	+1.080000e+01	+5.751104e-01	+0.000000e+00	+5.751104e-01
+1.640000e+01	+1.080000e+01	+5.113352e-01	+0.000000e+00	+5.113352e-01
+1.680000e+01	+1.080000e+01	+4.495707e-01	+0.000000e+00	+4.495707e-01
+1.720000e+01	+1.080000e+01	+3.895752e-01	+0.000000e+00	+3.895752e-01
+1.760000e+01	+1.080000e+01	+3.311137e-01	+0.000000e+00	+3.311137e-01
+1.800000e+01	+1.080000e+01	+2.739552e-01	+0.000000e+00	+2.739552e-01
+1.840000e+01	+1.080000e+01	+2.178770e-01	+0.000000e+00	+2.178770e-01
+1.880000e+01	+1.080000e+01	+1.626595e-01	+0.000000e+00	+1.626595e-01
+1.920000e+01	+1.080000e+01	+1.080844e-01	+0.000000e+00	+1.080844e-01
+1.960000e+01	+1.080000e+01	+5.393584e-02	+0.000000e+00	+5.393584e-02
+2.000000e+01	+1.080000e+01	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+1.120000e+01	+9.830153e+00	+0.000000e+00	+9.830153e+00
+4.000000e-01	+1.120000e+01	+9.213012e+00	+0.000000e+00	+9.213012e+00
+8.000000e-01	+1.120000e+01	+8.648232e+00	+0.000000e+00	+8.648232e+00
+1.200000e+00	+1.120000e+01	+8.118541e+00	+0.000000e+00	+8.118541e+00
+1.600000e+00	+1.120000e+01	+7.620642e+00	+0.000000e+00	+7.620642e+00
+2.000000e+00	+1.120000e+01	+7.152945e+00	+0.000000e+00	+7.152945e+00
+2.400000e+00	+1.120000e+01	+6.713544e+00	+0.000000e+00	+6.713544e+00
+2.800000e+00	+1.120000e+01	+6.300903e+00	+0.000000e+00	+6.300903e+00
+3.200000e+00	+1.120000e+01	+5.913219e+00	+0.000000e+00	+5.913219e+00
+3.600000e+00	+1.120000e+01	+5.549057e+00	+0.000000e+00	+5.549057e+00
+4.000000e+00	+1.120000e+01	+5.206889e+00	+0.000000e+00	+5.206889e+00
+4.400000e+00	+1.120000e+01	+4.885374e+00	+0.000000e+00	+4.885374e+00
+4.800000e+00	+1.120000e+01	+4.583209e+00	+0.000000e+00	+4.583209e+00
+5.200000e+00	+1.120000e+01	+4.299180e+00	+0.000000e+00	+4.299180e+00
+5.600000e+00	+1.120000e+01	+4.032141e+00	+0.000000e+00	+4.032141e+00
+6.000000e+00	+1.120000e+01	+3.781036e+00	+0.000000e+00	+3.781036e+00
+6.400000e+00	+1.120000e+01	+3.544861e+00	+0.000000e+00	+3.544861e+00
+6.800000e+00	+1.120000e+01	+3.322683e+00	+0.000000e+00	+3.322683e+00
+7.200000e+00	+1.120000e+01	+3.113625e+00	+0.000000e+00	+3.113625e+00
+7.600000e+00	+1.120000e+01	+2.916865e+00	+0.000000e+00	+2.916865e+00
+8.000000e+00	+1.120000e+01	+2.731626e+00	+0.000000e+00	+2.731626e+00
+8.400000e+00	+1.120000e+01	+2.557180e+00	+0.000000e+00	+2.557180e+00
+8.800000e+00	+1.120000e+01	+2.392836e+00	+0.000000e+00	+2.392836e+00
+9.200000e+00	+1.120000e+01	+2.237942e+00	+0.000000e+00	+2.237942e+00
+9.600000e+00	+1.120000e+01	+2.091886e+00	+0.000000e+00	+2.091886e+00
+1.000000e+01	+1.120000e+01	+1.954086e+00	+0.000000e+00	+1.954086e+00
+1.040000e+01	+1.120000e+01	+1.823997e+00	+0.000000e+00	+1.823997e+00
+1.080000e+01	+1.120000e+01	+1.701109e+00	+0.000000e+00	+1.701109e+00
+1.120000e+01	+1.120000e+01	+1.584938e+00	+0.000000e+00	+1.584938e+00
+1.160000e+01	+1.120000e+01	+1.475023e+00	+0.000000e+00	+1.475023e+00
+1.200000e+01	+1.120000e+01	+1.370933e+00	+0.000000e+00	+1.370933e+00
+1.240000e+01	+1.120000e+01	+1.272259e+00	+0.000000e+00	+1.272259e+00
+1.280000e+01	+1.120000e+01	+1.178607e+00	+0.000000e+00	+1.178607e+00
+1.320000e+01	+1.120000e+01	+1.089610e+00	+0.000000e+00	+1.089610e+00
+1.360000e+01	+1.120000e+01	+1.004911e+00	+0.000000e+00	+1.004911e+00
+1.400000e+01	+1.120000e+01	+9.241794e-01	+0.000000e+00	+9.241794e-01
+1.440000e+01	+1.120000e+01	+8.470974e-01	+0.000000e+00	+8.470974e-01
+1.480000e+01	+1.120000e+01	+7.733624e-01	+0.000000e+00	+7.733624e-01
+1.520000e+01	+1.120000e+01	+7.026874e-01	+0.000000e+00	+7.026874e-01
+1.560000e+01	+1.120000e+01	+6.347903e-01	+0.000000e+00	+6.347903e-01
+1.600000e+01	+1.120000e+01	+5.694025e-01	+0.000000e+00	+5.694025e-01
+1.640000e+01	+1.120000e+01	+5.062595e-01	+0.000000e+00	+5.062595e-01
+1.680000e+01	+1.120000e+01	+4.451113e-01	+0.000000e+00	+4.451113e-01
+1.720000e+01	+1.120000e+01	+3.857113e-01	+0.000000e+00	+3.857113e-01
+1.760000e+01	+1.120000e+01	+3.278320e-01	+0.000000e+00	+3.278320e-01
+1.800000e+01	+1.120000e+01	+2.712402e-01	+0.000000e+00	+2.712402e-01
+1.840000e+01	+1.120000e+01	+2.157193e-01	+0.000000e+00	+2.157193e-01
+1.880000e+01	+1.120000e+01	+1.610496e-01	+0.000000e+00	+1.610496e-01
+1.920000e+01	+1.120000e+01	+1.070152e-01	+0.000000e+00	+1.070152e-01
+1.960000e+01	+1.120000e+01	+5.340266e-02	+0.000000e+00	+5.340266e-02
+2.000000e+01	+1.120000e+01	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+1.160000e+01	+9.735349e+00	+0.000000e+00	+9.735349e+00
+4.000000e-01	+1.160000e+01	+9.084683e+00	+0.000000e+00	+9.084683e+00
+8.000000e-01	+1.160000e+01	+8.528145e+00	+0.000000e+00	+8.528145e+00
+1.200000e+00	+1.160000e+01	+8.005318e+00	+0.000000e+00	+8.005318e+00
+1.600000e+00	+1.160000e+01	+7.514335e+00	+0.000000e+00	+7.514335e+00
+2.000000e+00	+1.160000e+01	+7.053128e+00	+0.000000e+00	+7.053128e+00
+2.400000e+00	+1.160000e+01	+6.619933e+00	+0.000000e+00	+6.619933e+00
+2.800000e+00	+1.160000e+01	+6.213017e+00	+0.000000e+00	+6.213017e+00
+3.200000e+00	+1.160000e+01	+5.830735e+00	+0.000000e+00	+5.830735e+00
+3.600000e+00	+1.160000e+01	+5.471635e+00	+0.000000e+00	+5.471635e+00
+4.000000e+00	+1.160000e+01	+5.134251e+00	+0.000000e+00	+5.134251e+00
+4.400000e+00	+1.160000e+01	+4.817225e+00	+0.000000e+00	+4.817225e+00
+4.800000e+00	+1.160000e+01	+4.519279e+00	+0.000000e+00	+4.519279e+00
+5.200000e+00	+1.160000e+01	+4.239207e+00	+0.000000e+00	+4.239207e+00
+5.600000e+00	+1.160000e+01	+3.975894e+00	+0.000000e+00	+3.975894e+00
+6.000000e+00	+1.160000e+01	+3.728288e+00	+0.000000e+00	+3.728288e+00
+6.400000e+00	+1.160000e+01	+3.495405e+00	+0.000000e+00	+3.495405e+00
+6.800000e+00	+1.160000e+01	+3.276325e+00	+0.000000e+00	+3.276325e+00
+7.200000e+00	+1.160000e+01	+3.070184e+00	+0.000000e+00	+3.070184e+00
+7.600000e+00	+1.160000e+01	+2.876167e+00	+0.000000e+00	+2.876167e+00
+8.000000e+00	+1.160000e+01	+2.693515e+00	+0.000000e+00	+2.693515e+00
+8.400000e+00	+1.160000e+01	+2.521503e+00	+0.000000e+00	+2.521503e+00
+8.800000e+00	+1.160000e+01	+2.359454e+00	+0.000000e+00	+2.359454e+00
+9.200000e+00	+1.160000e+01	+2.206722e+00	+0.000000e+00	+2.206722e+00
+9.600000e+00	+1.160000e+01	+2.062705e+00	+0.000000e+00	+2.062705e+00
+1.000000e+01	+1.160000e+01	+1.926830e+00	+0.000000e+00	+1.926830e+00
+1.040000e+01	+1.160000e+01	+1.798556e+00	+0.000000e+00	+1.798556e+00
+1.080000e+01	+1.160000e+01	+1.677381e+00	+0.000000e+00	+1.677381e+00
+1.120000e+01	+1.160000e+01	+1.562829e+00	+0.000000e+00	+1.562829e+00
+1.160000e+01	+1.160000e+01	+1.454449e+00	+0.000000e+00	+1.454449e+00
+1.200000e+01	+1.160000e+01	+1.351811e+00	+0.000000e+00	+1.351811e+00
+1.240000e+01	+1.160000e+01	+1.254512e+00	+0.000000e+00	+1.254512e+00
+1.280000e+01	+1.160000e+01	+1.162168e+00	+0.000000e+00	+1.162168e+00
+1.320000e+01	+1.160000e+01	+1.074409e+00	+0.000000e+00	+1.074409e+00
+1.360000e+01	+1.160000e+01	+9.908911e-01	+0.000000e+00	+9.908911e-01
+1.400000e+01	+1.160000e+01	+9.112838e-01	+0.000000e+00	+9.112838e-01
+1.440000e+01	+1.160000e+01	+8.352746e-01	+0.000000e+00	+8.352746e-01
+1.480000e+01	+1.160000e+01	+7.625653e-01	+0.000000e+00	+7.625653e-01
+1.520000e+01	+1.160000e+01	+6.928734e-01	+0.000000e+00	+6.928734e-01
+1.560000e+01	+1.160000e+01	+6.259242e-01	+0.000000e+00	+6.259242e-01
+1.600000e+01	+1.160000e+01	+5.614484e-01	+0.000000e+00	+5.614484e-01
+1.640000e+01	+1.160000e+01	+4.991876e-01	+0.000000e+00	+4.991876e-01
+1.680000e+01	+1.160000e+01	+4.388940e-01	+0.000000e+00	+4.388940e-01
+1.720000e+01	+1.160000e+01	+3.803254e-01	+0.000000e+00	+3.803254e-01
+1.760000e+01	+1.160000e+01	+3.232543e-01	+0.000000e+00	+3.232543e-01
+1.800000e+01	+1.160000e+01	+2.674556e-01	+0.000000e+00	+2.674556e-01
+1.840000e+01	+1.160000e+01	+2.127105e-01	+0.000000e+00	+2.127105e-01
+1.880000e+01	+1.160000e+01	+1.588043e-01	+0.000000e+00	+1.588043e-01
+1.920000e+01	+1.160000e+01	+1.055233e-01	+0.000000e+00	+1.055233e-01
+1.960000e+01	+1.160000e+01	+5.265881e-02	+0.000000e+00	+5.265881e-02
+2.000000e+01	+1.160000e+01	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+1.200000e+01	+9.510565e+00	+0.000000e+00	+9.510565e+00
+4.000000e-01	+1.200000e+01	+8.920556e+00	+0.000000e+00	+8.920556e+00
+8.000000e-01	+1.200000e+01	+8.373385e+00	+0.000000e+00	+8.373385e+00
+1.200000e+00	+1.200000e+01	+7.860490e+00	+0.000000e+00	+7.860490e+00
+1.600000e+00	+1.200000e+01	+7.378369e+00	+0.000000e+00	+7.378369e+00
+2.000000e+00	+1.200000e+01	+6.925526e+00	+0.000000e+00	+6.925526e+00
+2.400000e+00	+1.200000e+01	+6.500141e+00	+0.000000e+00	+6.500141e+00
+2.800000e+00	+1.200000e+01	+6.100609e+00	+0.000000e+00	+6.100609e+00
+3.200000e+00	+1.200000e+01	+5.725275e+00	+0.000000e+00	+5.725275e+00
+3.600000e+00	+1.200000e+01	+5.372656e+00	+0.000000e+00	+5.372656e+00
+4.000000e+00	+1.200000e+01	+5.041388e+00	+0.000000e+00	+5.041388e+00
+4.400000e+00	+1.200000e+01	+4.730075e+00	+0.000000e+00	+4.730075e+00
+4.800000e+00	+1.200000e+01	+4.437509e+00	+0.000000e+00	+4.437509e+00
+5.200000e+00	+1.200000e+01	+4.162504e+00	+0.000000e+00	+4.162504e+00
+5.600000e+00	+1.200000e+01	+3.903955e+00	+0.000000e+00	+3.903955e+00
+6.000000e+00	+1.200000e+01	+3.660827e+00	+0.000000e+00	+3.660827e+00
+6.400000e+00	+1.200000e+01	+3.432155e+00	+0.000000e+00	+3.432155e+00
+6.800000e+00	+1.200000e+01	+3.217038e+00	+0.000000e+00	+3.217038e+00
+7.200000e+00	+1.200000e+01	+3.014626e+00	+0.000000e+00	+3.014626e+00
+7.600000e+00	+1.200000e+01	+2.824120e+00	+0.000000e+00	+2.824120e+00
+8.000000e+00	+1.200000e+01	+2.644771e+00	+0.000000e+00	+2.644771e+00
+8.400000e+00	+1.200000e+01	+2.475874e+00	+0.000000e+00	+2.475874e+00
+8.800000e+00	+1.200000e+01	+2.316757e+00	+0.000000e+00	+2.316757e+00
+9.200000e+00	+1.200000e+01	+2.166790e+00	+0.000000e+00	+2.166790e+00
+9.600000e+00	+1.200000e+01	+2.025380e+00	+0.000000e+00	+2.025380e+00
+1.000000e+01	+1.200000e+01	+1.891965e+00	+0.000000e+00	+1.891965e+00
+1.040000e+01	+1.200000e+01	+1.766013e+00	+0.000000e+00	+1.766013e+00
+1.080000e+01	+1.200000e+01	+1.647032e+00	+0.000000e+00	+1.647032e+00
+1.120000e+01	+1.200000e+01	+1.534553e+00	+0.000000e+00	+1.534553e+00
+1.160000e+01	+1.200000e+01	+1.428132e+00	+0.000000e+00	+1.428132e+00
+1.200000e+01	+1.200000e+01	+1.327351e+00	+0.000000e+00	+1.327351e+00
+1.240000e+01	+1.200000e+01	+1.231811e+00	+0.000000e+00	+1.231811e+00
+1.280000e+01	+1.200000e+01	+1.141136e+00	+0.000000e+00	+1.141136e+00
+1.320000e+01	+1.200000e+01	+1.054966e+00	+0.000000e+00	+1.054966e+00
+1.360000e+01	+1.200000e+01	+9.729592e-01	+0.000000e+00	+9.729592e-01
+1.400000e+01	+1.200000e+01	+8.947916e-01	+0.000000e+00	+8.947916e-01
+1.440000e+01	+1.200000e+01	+8.201564e-01	+0.000000e+00	+8.201564e-01
+1.480000e+01	+1.200000e+01	+7.487630e-01	+0.000000e+00	+7.487630e-01
+1.520000e+01	+1.200000e+01	+6.803304e-01	+0.000000e+00	+6.803304e-01
+1.560000e+01	+1.200000e+01	+6.145895e-01	+0.000000e+00	+6.145895e-01
+1.600000e+01	+1.200000e+01	+5.512791e-01	+0.000000e+00	+5.512791e-01
+1.640000e+01	+1.200000e+01	+4.901456e-01	+0.000000e+00	+4.901456e-01
+1.680000e+01	+1.200000e+01	+4.309448e-01	+0.000000e+00	+4.309448e-01
+1.720000e+01	+1.200000e+01	+3.734392e-01	+0.000000e+00	+3.734392e-01
+1.760000e+01	+1.200000e+01	+3.174030e-01	+0.000000e+00	+3.174030e-01
+1.800000e+01	+1.200000e+01	+2.626157e-01	+0.000000e+00	+2.626157e-01
+1.840000e+01	+1.200000e+01	+2.088612e-01	+0.000000e+00	+2.088612e-01
+1.880000e+01	+1.200000e+01	+1.559307e-01	+0.000000e+00	+1.559307e-01
+1.920000e+01	+1.200000e+01	+1.036145e-01	+0.000000e+00	+1.036145e-01
+1.960000e+01	+1.200000e+01	+5.170578e-02	+0.000000e+00	+5.170578e-02
+2.000000e+01	+1.200000e+01	+0.000000e+00	+0.000000e+00	+0.000000e+00

+0.000000e+00	+1.240000e+01	+9.209840e+00	+0.000000e+00	+9.209840e+00
+4.000000e-01	+1.240000e+01	+8.718676e+00	+0.000000e+00	+8.718676e+00
+8.000000e-01	+1.240000e+01	+8.187652e+00	+0.000000e+00	+8.187652e+00
+1.200000e+00	+1.240000e+01	+7.684428e+00	+0.000000e+00	+7.684428e+00
+1.600000e+00	+1.240000e+01	+7.213129e+00	+0.000000e+00	+7.213129e+00
+2.000000e+00	+1.240000e+01	+6.770587e+00	+0.000000e+00	+6.770587e+00
+2.400000e+00	+1.240000e+01	+6.354743e+00	+0.000000e+00	+6.354743e+00
+2.800000e+00	+1.240000e+01	+5.964096e+00	+0.000000e+00	+5.964096e+00
+3.200000e+00	+1.240000e+01	+5.597170e+00	+0.000000e+00	+5.597170e+00
+3.600000e+00	+1.240000e+01	+5.252470e+00	+0.000000e+00	+5.252470e+00
+4.000000e+00	+1.240000e+01	+4.928590e+00	+0.000000e+00	+4.928590e+00
+4.400000e+00	+1.240000e+01	+4.624250e+00	+0.000000e+00	+4.624250e+00
+4.800000e+00	+1.240000e+01	+4.338239e+00	+0.000000e+00	+4.338239e+00
+5.200000e+00	+1.240000e+01	+4.069379e+00	+0.000000e+00	+4.069379e+00
+5.600000e+00	+1.240000e+01	+3.816610e+00	+0.000000e+00	+3.816610e+00
+6.000000e+00	+1.240000e+01	+3.578917e+00	+0.000000e+00	+3.578917e+00
+6.400000e+00	+1.240000e+01	+3.355362e+00	+0.000000e+00	+3.355362e+00
+6.800000e+00	+1.240000e+01	+3.145056e+00	+0.000000e+00	+3.145056e+00
+7.200000e+00	+1.240000e+01	+2.947170e+00	+0.000000e+00	+2.947170e+00
+7.600000e+00	+1.240000e+01	+2.760927e+00	+0.000000e+00	+2.760927e+00
+8.000000e+00	+1.240000e+01	+2.585592e+00	+0.000000e+00	+2.585592e+00
+8.400000e+00	+1.240000e+01	+2.420472e+00	+0.000000e+00	+2.420472e+00
+8.800000e+00	+1.240000e+01	+2.264916e+00	+0.000000e+00	+2.264916e+00
+9.200000e+00	+1.240000e+01	+2.118306e+00	+0.000000e+00	+2.118306e+00
+9.600000e+00	+1.240000e+01	+1.980061e+00	+0.000000e+00	+1.980061e+00
+1.000000e+01	+1.240000e+01	+1.849630e+00	+0.000000e+00	+1.849630e+00
+1.040000e+01	+1.240000e+01	+1.726497e+00	+0.000000e+00	+1.726497e+00
+1.080000e+01	+1.240000e+01	+1.610178e+00	+0.000000e+00	+1.610178e+00
+1.120000e+01	+1.240000e+01	+1.500216e+00	+0.000000e+00	+1.500216e+00
+1.160000e+01	+1.240000e+01	+1.396176e+00	+0.000000e+00	+1.396176e+00
+1.200000e+01	+1.240000e+01	+1.297648e+00	+0.000000e+00	+1.297648e+00
+1.240000e+01	+1.240000e+01	+1.204246e+00	+0.000000e+00	+1.204246e+00
